id,source_uuid,historical_model_name,recovered_model_name,recovered_major_version,original_sha256,source_relative_path,source_dataset,metadata_revision
ai_suno_unknown_12de27b80094408c,62de3edc-b805-4335-80b1-7ba4b63313cd,unknown,chirp-crow,v5,d5e96aabd9f6967c7563a455ec3e34f824e463fea26bbd3ee928cc5a7d31af4b,audio/62de3edc-b805-4335-80b1-7ba4b63313cd.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_13bd41deb2cd32f5,fe55f515-0f1d-498a-a746-36b4e026606d,unknown,chirp-crow,v5,774a705c977e51473a41c1115fd79087a0460d3dab4daaf30051ea958424bd4c,audio/fe55f515-0f1d-498a-a746-36b4e026606d.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_14f20c76c38473c9,6e7053ca-a885-42d9-b6ab-6d194cf5ff9f,unknown,chirp-crow,v5,ef38c453a0cb31cba752ef2e8715af80c707482ad96a11e4a612b1bd51370c56,audio/6e7053ca-a885-42d9-b6ab-6d194cf5ff9f.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_15065b779c98e08a,dd9fff9c-2b7b-41d1-a592-f9e496569e35,unknown,chirp-crow,v5,943fa78bf50ae2e54b83652ddb914d4ec5f32903d96fd1eea37b139cf0f10109,audio/dd9fff9c-2b7b-41d1-a592-f9e496569e35.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_15d2e024ef206a00,7437ce46-fc86-4b2c-a37b-bd193c789293,unknown,chirp-fenix,v5.5,0d9a71ff26837112c3fc18007fb242b6b7dc3fa422f6f23c32c4a6a508074709,audio/7437ce46-fc86-4b2c-a37b-bd193c789293.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_162ea79d47055289,a20d5dfe-ee26-4ed1-b8ab-35d4531ba4b1,unknown,chirp-fenix,v5.5,a667d7aa823c0a707ac2646f380681539067d08fcf6c6949b62bdc4bbbd96418,audio/a20d5dfe-ee26-4ed1-b8ab-35d4531ba4b1.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_164ce1e046846d1f,2fb68ea0-588b-47ae-8564-62b2a359f5a0,unknown,chirp-crow,v5,c98c420373aae75f55cf33ce89b1cb8982d29b56efde4899df7708ed7bd1bef7,audio/2fb68ea0-588b-47ae-8564-62b2a359f5a0.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_16ad3e9aecea8e66,96b39c20-4b0c-4177-a277-a6951014e035,unknown,chirp-fenix,v5.5,7dcc61dc0917f2230ab503ecad13ccc4ae8e04e1d326f8ccc94023b5a2cf18b9,audio/96b39c20-4b0c-4177-a277-a6951014e035.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_16b336cdbbf9373b,7bb0715d-a1ec-4945-a186-c00c2369f5c7,unknown,chirp-crow,v5,be07132ec548a486dbd60651ee856bc9b7d303aa36e7ce43dce1b692f61ce787,audio/7bb0715d-a1ec-4945-a186-c00c2369f5c7.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_19bb9d66e634425b,968c121b-6bb1-4ed3-a4fb-f979bdfba3f2,unknown,chirp-crow,v5,d60e1b247fdbe02bca1eab9e17b107529726cd1f3746140c94becf33d11f3e6c,audio/968c121b-6bb1-4ed3-a4fb-f979bdfba3f2.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_1be5a15a9d6d3cdd,50d5510b-70cb-4725-9fbb-37ce296a750b,unknown,chirp-fenix,v5.5,a349c0454b9003defc3d1a79ef3d578bc6d984af0ab79b64ef943368da9421fd,audio/50d5510b-70cb-4725-9fbb-37ce296a750b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_20d8f8afec5ff07f,4748b9f6-b6a4-4a10-b1a4-1d6863a5057e,unknown,chirp-fenix,v5.5,023919ce8eeba1dee5b3dbab76a2dade2418deae14dd5c1e866d90d5e1ebcab2,audio/4748b9f6-b6a4-4a10-b1a4-1d6863a5057e.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_21032bd8622e46db,5b54fba0-dd31-4919-b87d-e704013cbf2c,unknown,chirp-fenix,v5.5,291635febcfba103e3ddc13cb1cb5648b799a0b48895367ac0526ec9de1c26d7,audio/5b54fba0-dd31-4919-b87d-e704013cbf2c.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_215bc3a6d18ee37a,c6fdf858-3d16-4e40-8a88-adaaf3037a56,unknown,chirp-crow,v5,729c5cf2eb9c3a90a8f383e819c5306eeb69cd537d51e08bd356794e51183e38,audio/c6fdf858-3d16-4e40-8a88-adaaf3037a56.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_24ed30fcfa8a89d7,ee6ca424-18f1-4feb-be2d-a81d8f8f2076,unknown,chirp-crow,v5,938c65fb33b77c52efaacf96d0c954aaf164fa3d8c22ed18d2da161d7d5b1c2c,audio/ee6ca424-18f1-4feb-be2d-a81d8f8f2076.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_25ac27ba8564cfef,029ac549-4eaf-4e60-a65a-b4c40beb34c7,unknown,chirp-fenix,v5.5,a977d308986876f75b6546c9baf77dac7b0a05c4b91e678debbbfbba6107e456,audio/029ac549-4eaf-4e60-a65a-b4c40beb34c7.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_275c3497d77ef2df,d93f05a7-6cbe-45ff-9b34-58bdeab412c7,unknown,chirp-fenix,v5.5,362bcfab2da1717618cdaa56f37500a75680e504f301e9064029462115104eea,audio/d93f05a7-6cbe-45ff-9b34-58bdeab412c7.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2827e7988f1bf96f,fd9106ac-f48a-440f-92ba-18e666cae9c0,unknown,chirp-fenix,v5.5,11bdcbb12ad86017624a42cfde62a6d9caa2665e07f0bfe89aa1be848c85a2e2,audio/fd9106ac-f48a-440f-92ba-18e666cae9c0.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2abd77f9661b8835,95596831-560f-4b99-a728-3b2ef5322420,unknown,chirp-fenix,v5.5,7706691b525dad9856eccfd535aee27c7a7090a7cf282b38e8302e0774daeabe,audio/95596831-560f-4b99-a728-3b2ef5322420.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2babacabb3573bbb,f42d7c8a-3782-4033-a0fd-0b06bdd3a477,unknown,chirp-fenix,v5.5,354a144bbde4b63ca34e53d1e9c119d81af94fd39309200843c54ccfb4b5a8c9,audio/f42d7c8a-3782-4033-a0fd-0b06bdd3a477.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2bd3fe411dc57d65,bb7445ef-8129-4aa3-9864-82b8d9aa1a3f,unknown,chirp-fenix,v5.5,8b5bee8ceaf5b6aeccfcc356d28243f53d4f170086100e886f5ffa1dbd2f3966,audio/bb7445ef-8129-4aa3-9864-82b8d9aa1a3f.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2d74f8f476ab880f,f6074b4f-f5d1-4916-b1ac-367dc2843b7d,unknown,chirp-crow,v5,6e33e0554603296ccaa0248cae62ffd1e6cd272a87cff2c17215244d35e8e8c5,audio/f6074b4f-f5d1-4916-b1ac-367dc2843b7d.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2e4004ffd08d3626,401cf0cb-d9b6-4250-a0bd-8d36da2332d4,unknown,chirp-crow,v5,809932ec71cfc5f57053af7017f510824b8c5deea6bad45174964d4048dbee5e,audio/401cf0cb-d9b6-4250-a0bd-8d36da2332d4.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2e9e59c7704a72d8,df12bca9-6e54-4133-a7bc-e876f47185b8,unknown,chirp-fenix,v5.5,4d28de8216eb2a6e98bc92b6e2bab4722b75b454c4173eb9224f2131f0b9ef38,audio/df12bca9-6e54-4133-a7bc-e876f47185b8.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2eb2b683c0ddcb0c,cd68a399-f932-444f-a50e-320b6aee1666,unknown,chirp-crow,v5,96db1e4d964987cff9a4f7210636d3c5b1c5c98b5f3bfb55dc20651d5f2a80b9,audio/cd68a399-f932-444f-a50e-320b6aee1666.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2ee5af9baa455fc1,0f9da585-04e8-423f-ab87-8876991a4378,unknown,chirp-fenix,v5.5,530eb5e0f7e24924308f0c44b0045146416339b58645e894fe64c82bb54759d8,audio/0f9da585-04e8-423f-ab87-8876991a4378.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_2f815584cb8cbcd8,19a34398-19ee-42c5-b1e9-307dcbfdae5c,unknown,chirp-fenix,v5.5,263facf4e180bc55ea1c2c6bf03bf16a4d9e3cc4e96c4ade18a5205aa3c997be,audio/19a34398-19ee-42c5-b1e9-307dcbfdae5c.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_30597e7d706abe4f,081da149-92eb-419e-90e6-8cba3aede6aa,unknown,chirp-fenix,v5.5,4c145a327b0cd7a7d5d089c9c72f05abd3e390593e6fd16ef8c8407a679bf9c0,audio/081da149-92eb-419e-90e6-8cba3aede6aa.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_305a92393aae15b8,eda3cd13-a1c3-4272-9226-20280055c679,unknown,chirp-fenix,v5.5,1863a9e35b9edbc6e8a3bae87bc2b96eceebbcbc5cc190313d8af65c01ce822e,audio/eda3cd13-a1c3-4272-9226-20280055c679.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_30a3137ac4019b19,6757a303-593c-405e-9f92-b6d2cf4820f5,unknown,chirp-crow,v5,f56ee97fd9f9145c8a7581a7756c9952af2d83fde5c16e78beb88da464546e0f,audio/6757a303-593c-405e-9f92-b6d2cf4820f5.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_30fe67c81b48acc0,37418c75-0e0c-44fb-8f0e-d2b48de179d1,unknown,chirp-fenix,v5.5,83710bb5bd6a7eb36436b5174aec73142a410e4fbb683fe45776785372250e2f,audio/37418c75-0e0c-44fb-8f0e-d2b48de179d1.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_35021d60efa5f0e1,43264e67-a3c4-4cd3-81bc-b1f46795cb60,unknown,chirp-auk,v4.5-all,42f08af1d1faf623f5ea83990e7d741c04637bf02e701386ddebe2f84b8d34a0,audio/43264e67-a3c4-4cd3-81bc-b1f46795cb60.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_351f91d3bcce59c8,cdef5b33-ffcf-41a6-9988-a342d1ce7042,unknown,chirp-v3,v3.5,a242421c5594b2a00eb0244e24a265270044126301ed297e3882dec118915a54,audio/cdef5b33-ffcf-41a6-9988-a342d1ce7042.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_3720d8fdd6c809c0,063dcebc-3304-4a1e-9f6f-d1712dd9b8d8,unknown,chirp-crow,v5,8d5625af37b424182f32ed8c885454c5215ec16ca151a1494a1ab6905d20e084,audio/063dcebc-3304-4a1e-9f6f-d1712dd9b8d8.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_37d46e1ee0482b14,6714badd-7175-447d-8608-8199d8f1b256,unknown,chirp-fenix,v5.5,f75b9a546ea7c64d1bb0fa14113ebb5a143272e7f7b87927bc91b1d1e4add02b,audio/6714badd-7175-447d-8608-8199d8f1b256.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_3815b0b6e5113025,05257899-95e9-48e0-9345-adb9a5ff9477,unknown,chirp-fenix,v5.5,c2afa43fe321141220b56dca5b9d264c6f4e8cdfe40557ef9a5f4d168a961647,audio/05257899-95e9-48e0-9345-adb9a5ff9477.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_3827e2610e9e6dc4,83888ab4-a1cd-4ae9-8c3c-426fc5d696e8,unknown,chirp-crow,v5,8dfa8908a2f0f97fde1b9675aca31eb3658920e887e0a42170c4e3fce40a84c5,audio/83888ab4-a1cd-4ae9-8c3c-426fc5d696e8.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_38d978871c73b6d9,4030cffd-1727-4ae8-9c4a-c55db2ce2a54,unknown,chirp-crow,v5,1413476f8298f2d2824370addca9774befab465685cefc058c03b0f72686f757,audio/4030cffd-1727-4ae8-9c4a-c55db2ce2a54.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_3a2798328395e82b,e0f172ea-9791-40e9-a744-47bd2d4c0e41,unknown,chirp-fenix,v5.5,3a5f0db80e506955d23362f45fcd89ac7c354d49f5572bdb20f4931b408bcd8c,audio/e0f172ea-9791-40e9-a744-47bd2d4c0e41.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_3d27c84d16901aa8,08f05407-3b13-4c52-9539-7e9bd3937944,unknown,chirp-fenix,v5.5,6b1c7976da0d4e05573ae9e9c44882ba5ef24d35520efa4f97083d4556da868a,audio/08f05407-3b13-4c52-9539-7e9bd3937944.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_3db7d11384c18dfa,93ed1777-684e-4bba-9058-a64f938fad23,unknown,chirp-v3,v3.5,ca27e02c2252f1348af16634811052b27db2b3c0ac4134cd51ed10287925c2a4,audio/93ed1777-684e-4bba-9058-a64f938fad23.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_3e19721e9e114f3e,ca07b015-9921-4cbf-8023-33848826bfe2,unknown,chirp-crow,v5,f2994846779a6a5e6bfef5d2bf2971499bad1e0a051b9d94d17e16dc7441fae8,audio/ca07b015-9921-4cbf-8023-33848826bfe2.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_4039cc7d8b3bcb57,3e7f64c6-5e98-43ea-89ae-e8e5bc76b644,unknown,chirp-crow,v5,e9e841eb83f4b0c11e9a5bae39ac288d4503a15acfa41adf9485b6dffdd6efd7,audio/3e7f64c6-5e98-43ea-89ae-e8e5bc76b644.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_404e826d94af548e,c01039f6-2e79-4d54-86ca-7a19e6930401,unknown,chirp-fenix,v5.5,1d6cc8d5719843cc1c70bd954d9596a7d3dcb94531c203df2e6df0e7b0d12555,audio/c01039f6-2e79-4d54-86ca-7a19e6930401.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_41a1a8fc1b12d395,d555f908-b34c-40fe-90d5-5b03b45f3cb3,unknown,chirp-fenix,v5.5,6cfd6181e9d982e4648df3706519ed376d50091fc5a16d808c13d7651dee31c3,audio/d555f908-b34c-40fe-90d5-5b03b45f3cb3.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_42dd481274e991bc,71f1c6f2-fda1-4c3e-9234-238f6e590c77,unknown,chirp-crow,v5,3e0108e4ad259f170170a0ef93ed1d34704db48122591d83c7361793b61c5479,audio/71f1c6f2-fda1-4c3e-9234-238f6e590c77.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_45f5a21a5b501f76,6ae04183-8e92-48f7-bf98-1613b73e207b,unknown,chirp-fenix,v5.5,840f74c4b6dab753fe04b5626c0c8c88a7cf4effe13a891dbf313ce82c86da21,audio/6ae04183-8e92-48f7-bf98-1613b73e207b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_46188d7344a9663a,fa5b2166-d865-4a18-b81f-280b1582e871,unknown,chirp-fenix,v5.5,10e5b93acb4d8061a638116df65307b0691dd98ffdcd377c1f88749f5e74513e,audio/fa5b2166-d865-4a18-b81f-280b1582e871.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_464ebe11c771b359,ec2e0f5b-5084-4304-9a2e-501187b29ede,unknown,chirp-fenix,v5.5,28f9c031ac54fe76a4784003364c330b54a5734f5f4a1b52d5ef94a61c8b542c,audio/ec2e0f5b-5084-4304-9a2e-501187b29ede.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_4682ab1930523a71,d26c09db-c6f5-48a6-8adf-06749a754dc0,unknown,chirp-crow,v5,7bb2abde545f90e92892e82ac1f3fcecae3b7374d282bd98ab1c1123d5bb4c8d,audio/d26c09db-c6f5-48a6-8adf-06749a754dc0.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_473f80bec5dbb381,2dbcb598-e69c-4f0a-a4b9-528cd52599b0,unknown,chirp-fenix,v5.5,427dec56a90f299e619d1893f88c1c48b170887108d0a30cf8c910e603123814,audio/2dbcb598-e69c-4f0a-a4b9-528cd52599b0.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_4a5c61b0c70f069f,942a9b24-8c5b-4ee3-ad27-b175bff66ef9,unknown,chirp-crow,v5,3a47034f848f4e52526cbb08bd993f8d613a6fd8ab892bab2e829dc9c554ca09,audio/942a9b24-8c5b-4ee3-ad27-b175bff66ef9.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_4ad197c2d89b299a,b0781922-edeb-46fb-8b62-4c1c89412d3a,unknown,chirp-crow,v5,4d94025f3cc85087dfd1b0e18dd9f0ecc711e0017abcc98c39919bba7ac86542,audio/b0781922-edeb-46fb-8b62-4c1c89412d3a.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_4e1465f5e320392b,b45c04f3-0544-4322-a66c-a1165e7bcb78,unknown,chirp-crow,v5,e6f2eaf9331fc47ab09857c94144181f80592942f5b62d237a4bd71b7f447740,audio/b45c04f3-0544-4322-a66c-a1165e7bcb78.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_4f0dff4a82f4a38f,6bded2d8-d3f3-485b-866c-e8a2356ee614,unknown,chirp-fenix,v5.5,6b7258e321f2451dcf4f0713bc2c92b9491c7cd185be174198a6723473e074e5,audio/6bded2d8-d3f3-485b-866c-e8a2356ee614.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_50b3d7e222d631f4,54c59246-4137-4712-8ea1-aac27c4849b7,unknown,chirp-crow,v5,c4e97a0f42a20825e7a87f82097166c29622f62dc9fcea32444a1ee371f98d1a,audio/54c59246-4137-4712-8ea1-aac27c4849b7.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
