id,view,source_group,role,feature_status,s16_feature_status,s8_feature_status,d_feature_status,r_feature_status,p_feature_status,published_original_path,published_original_revision
ai_acestep_muse_cn_suno_cn_000942_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_000955_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001079_1,10s,ACE-Step,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001149_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001191_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001199_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001270_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001353_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001668_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001690_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_001808_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002111_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002120_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002130_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002202_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002228_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002440_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002516_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002551_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002585_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002619_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002660_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002718_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002840_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_002958_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003042_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003067_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003122_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003137_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003251_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003275_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003278_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003299_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003559_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003766_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003884_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_003983_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004044_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004068_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004138_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004405_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004485_1,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004770_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004806_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_004936_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005005_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005164_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005322_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005324_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005351_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005457_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005459_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005537_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005597_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005832_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005841_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005844_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005879_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_005897_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006023_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006047_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006115_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006140_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006142_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006204_1,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006375_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006670_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006851_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_006985_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_007242_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_007250_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_007265_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_007401_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_007503_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_007831_1,10s,ACE-Step,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_007990_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008284_1,10s,ACE-Step,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008333_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008405_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008426_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008528_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008555_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008586_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008777_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008836_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_008947_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_009034_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_009181_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_009437_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_009521_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_009697_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_009859_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010060_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010120_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010125_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010422_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010426_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010468_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010720_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010769_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010854_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010922_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010968_1,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_010976_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011062_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011091_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011121_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011204_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011299_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011498_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011565_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011610_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011638_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011839_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011869_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_011912_1,10s,ACE-Step,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012107_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012177_0,10s,ACE-Step,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012421_1,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012498_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012526_0,10s,ACE-Step,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012705_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012899_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_012967_1,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_013167_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_acestep_muse_cn_suno_cn_013206_0,10s,ACE-Step,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
