id,source_group,included_in_native30_classifier_cohort,original_sha256,original_bytes,archive_url,archive_member,recording_mbid,title
saraga_hindustani_1f9922a5-0366-4461-96ac-81a31703416b,human_saraga_hindustani_v1,True,42eda792041a67b4002ca71b092aba7678d35df412f941a9e75c50d9ddc054dd,78712239,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Mian Malhar & Ramdasi Malhar by Deborshee Bhattacharya/Raag Mian Malhar/Raag Mian Malhar.mp3.mp3,1f9922a5-0366-4461-96ac-81a31703416b,Raag Mian Malhar
saraga_hindustani_204008ee-89fe-44a4-a0c7-7bd7d64cf8a4,human_saraga_hindustani_v1,True,ef264a41f19a40046e89edcb347af1049bda982cdbfef7888ad347eb53766a08,12183205,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Todi/Todi.mp3.mp3,204008ee-89fe-44a4-a0c7-7bd7d64cf8a4,Todi
saraga_hindustani_2073b056-8120-4b04-b808-3d6a8c6a2bd7,human_saraga_hindustani_v1,False,9bdb5024a85e59e27852e8946657ff6a8ae00cfb39b1622ea7f8b758abaa9c18,55841954,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Ahir Bhairon & Todi by Omkar Dadarkar/Raag Ahir Bhairon/Raag Ahir Bhairon.mp3.mp3,2073b056-8120-4b04-b808-3d6a8c6a2bd7,Raag Ahir Bhairon
saraga_hindustani_20aac96e-9e62-41e9-a3ce-5e6f2d7fff1a,human_saraga_hindustani_v1,True,3da1d6ea9d73042186f0aac8bcbec1f0317f25da7908e9dfdf1efb195a856b1c,50462098,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bhairav & Dhani by Kumar Gandharva/Raag Dhani/Raag Dhani.mp3.mp3,20aac96e-9e62-41e9-a3ce-5e6f2d7fff1a,Raag Dhani
saraga_hindustani_25d5c348-023b-487b-b149-a46d553cedee,human_saraga_hindustani_v1,False,bd7588722654613274c53311603bc4c0ebaef403f0360a7fd34dd5b7bdfc2ad1,30094600,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Ahir Bhairon & Todi by Omkar Dadarkar/Raag Todi/Raag Todi.mp3.mp3,25d5c348-023b-487b-b149-a46d553cedee,Raag Todi
saraga_hindustani_274262a7-58b8-455a-a6f5-91a421453c3e,human_saraga_hindustani_v1,True,a7c8d8c08e435752a161fad111c91f85163ffc88803dcc543114bcf57fa8a9bb,18796586,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bhoopali & Paraj by Sameehan Kashalkar/Raag Paraj/Raag Paraj.mp3.mp3,274262a7-58b8-455a-a6f5-91a421453c3e,Raag Paraj
saraga_hindustani_2e5c159d-3dea-4a47-b871-76536866d643,human_saraga_hindustani_v1,True,3723a1ffe31adcf8f527fc747e5391859a9c1193aa45e603871e0b64eb410137,6703658,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Taal and Sur of Thekas/Taal and Sur of Thekas.mp3.mp3,2e5c159d-3dea-4a47-b871-76536866d643,Taal and Sur of Thekas
saraga_hindustani_3124479b-5118-4cf3-823f-8fefad45e586,human_saraga_hindustani_v1,True,4e0947de5f0f5c66fac365d66985a2603c3da225e4e713267408ec9c4864598f,19202152,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Bilaskhani Todi/Bilaskhani Todi.mp3.mp3,3124479b-5118-4cf3-823f-8fefad45e586,Bilaskhani Todi
saraga_hindustani_34c7f5c5-cd81-4a53-ae65-90c97f9effd2,human_saraga_hindustani_v1,True,824e4701b64489328675f1ade3dc6ab0a7dd128b8528e2c8830ecb18b507a583,86018225,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Lagan Gandhar & Nirgun Bhajan by Kumar Gandharva/Raag Lagan Gandhar/Raag Lagan Gandhar.mp3.mp3,34c7f5c5-cd81-4a53-ae65-90c97f9effd2,Raag Lagan Gandhar
saraga_hindustani_3a75a312-b119-41f8-8a5a-e799ebeed0cc,human_saraga_hindustani_v1,True,2a5a922042177b8cef69918291cebe9e6ae6d0098ba1b56167d8bb90b33c875f,18150753,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Sudh Sarang/Sudh Sarang.mp3.mp3,3a75a312-b119-41f8-8a5a-e799ebeed0cc,Sudh Sarang
saraga_hindustani_3e2b9a68-43dc-45aa-b021-f4f6b3cb6171,human_saraga_hindustani_v1,True,1f23a9cc279ac8cc431a19757325fca5b812111839511806a6420916642e18f8,21945915,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Ramgauri & Gauri/Raag Ramgauri & Gauri.mp3.mp3,3e2b9a68-43dc-45aa-b021-f4f6b3cb6171,Raag Ramgauri & Gauri
saraga_hindustani_3f162361-c4fa-46f9-bc56-58242d978449,human_saraga_hindustani_v1,True,a22d023321340b2102ced4d1c1862fc28f26d31743f98442f7a16ab9cfc0d7bc,111512583,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Todi by Kumar Gandharva/Raag Todi/Raag Todi.mp3.mp3,3f162361-c4fa-46f9-bc56-58242d978449,Raag Todi
saraga_hindustani_43957847-9bdd-4f81-a540-3db26a0ad652,human_saraga_hindustani_v1,True,eabdf901082e60558f79df5d4665f291757f2f09b15e4810e392dc700cbb0415,58630511,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Poorva & Gaud Malhar by Sameehan Kashalkar/Raag Poorva/Raag Poorva.mp3.mp3,43957847-9bdd-4f81-a540-3db26a0ad652,Raag Poorva
saraga_hindustani_44e9d183-06d3-41c7-81d2-4c874010f383,human_saraga_hindustani_v1,True,c14c705eac5b3040deda913f2ad051fb607dbe12d98ba9c85992093b8cf19fb1,16003214,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Hindol Pancham/Raag Hindol Pancham.mp3.mp3,44e9d183-06d3-41c7-81d2-4c874010f383,Raag Hindol Pancham
saraga_hindustani_450a6fcc-3c0a-483d-a31b-dde91413dcdd,human_saraga_hindustani_v1,False,6aece8a92a2b1b1f241c89017f9ffde44e30caf8fab8db95e5c16e1738db6e47,9218952,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Shrutinandan Concept - an Introduction by Pandit Ajoy Chakrabarty/Shrutinandan Concept - an Introduction by Pandit Ajoy Chakrabarty.mp3.mp3,450a6fcc-3c0a-483d-a31b-dde91413dcdd,Shrutinandan Concept - an Introduction by Pandit Ajoy Chakrabarty
saraga_hindustani_454f0c85-a41b-48c1-afa5-b4f5dbcb7947,human_saraga_hindustani_v1,True,4408387e7c2bba7dfb3c3f4448ac3deae142afd4271b75bcd2fac7061ce55236,96123331,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Shree, Lalit Pancham & Bhairavi Thumri by Kaustuv Kanti Ganguli/Raag Shree/Raag Shree.mp3.mp3",454f0c85-a41b-48c1-afa5-b4f5dbcb7947,Raag Shree
saraga_hindustani_456b18c5-e88b-49b2-ab3e-bcf7cb2d093a,human_saraga_hindustani_v1,True,19be33dd9ed9eca9b139410c678dca569f323543a469b3d9ff5055a5a5d53dfc,23139674,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Puriya & Bhimpalasi by Brajeshwar Mukherjee/Raag Bhimpalasi/Raag Bhimpalasi.mp3.mp3,456b18c5-e88b-49b2-ab3e-bcf7cb2d093a,Raag Bhimpalasi
saraga_hindustani_49747cb6-7edc-43aa-bf15-44a6043f6472,human_saraga_hindustani_v1,True,9316f4bc2a40425f8145d75f6965a82633f1d9002c73540060a38592bd795b06,5738486,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Malkauns, Chandrakauns & Majh Khamaj Thumri by Satyasheel Deshpande/Raag Chandrakauns/Raag Chandrakauns.mp3.mp3",49747cb6-7edc-43aa-bf15-44a6043f6472,Raag Chandrakauns
saraga_hindustani_4bc5cb16-9808-431b-87a4-4dd63af6bb17,human_saraga_hindustani_v1,False,88402570fe9d57732c0c409f526cdc0b124f193f6e4f9e7de61b94919c880dd6,6122486,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Subha Chale Sham Dhale by Ajoy Chakrabarty/Introductory speech by Ajoy Chakrabarty/Introductory speech by Ajoy Chakrabarty.mp3.mp3,4bc5cb16-9808-431b-87a4-4dd63af6bb17,Introductory speech by Ajoy Chakrabarty
saraga_hindustani_51656b20-295c-40f9-8dab-005b9b90fa98,human_saraga_hindustani_v1,True,79b55959720ceb13561ad14be998c447c95fcee511ae563f0101482bb3189965,13302115,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Aahir Bhairon/Aahir Bhairon.mp3.mp3,51656b20-295c-40f9-8dab-005b9b90fa98,Aahir Bhairon
saraga_hindustani_52944bc0-4639-4760-be76-f2720a20be81,human_saraga_hindustani_v1,True,4a2c8010492374b5aaecfe93925e52bf34ab2e870645d470e912e13c1deab498,55646063,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Malkauns, Chandrakauns & Majh Khamaj Thumri by Satyasheel Deshpande/Raag Malkauns/Raag Malkauns.mp3.mp3",52944bc0-4639-4760-be76-f2720a20be81,Raag Malkauns
saraga_hindustani_52d71bd6-1d8b-4007-a027-5732adf68355,human_saraga_hindustani_v1,True,f2de1595ec02694c57ebbc23c499e78d7aff967697f60d77a90925e643ada27a,25646194,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/New Signature by Brajeshwar Mukherjee/Raag Saraswati/Raag Saraswati.mp3.mp3,52d71bd6-1d8b-4007-a027-5732adf68355,Raag Saraswati
saraga_hindustani_566d6c64-ae66-45e7-9f91-e33cd6c0f18f,human_saraga_hindustani_v1,True,ed5faa4e7c5edb3f069054773784e9e64ec5010babcb3b66dc0b999c971fed78,100521258,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Kedar & Jog by Ajoy Chakrabarty/Raag Jog/Raag Jog.mp3.mp3,566d6c64-ae66-45e7-9f91-e33cd6c0f18f,Raag Jog
saraga_hindustani_57b81628-b37d-4fee-991a-4f2387bca45a,human_saraga_hindustani_v1,True,7b45b50b63f665701ab66a5875eee5907849d3cd55703204f0e10c4fba557d71,8239639,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Hindustani Alaps by Kaustuv Kanti Ganguli/Raag Bilaskhani Todi/Raag Bilaskhani Todi.mp3.mp3,57b81628-b37d-4fee-991a-4f2387bca45a,Raag Bilaskhani Todi
saraga_hindustani_59b4daa8-bc31-446d-9f1d-670d5adec627,human_saraga_hindustani_v1,True,57f02d0b8c973b86158624fcee27a3b2644168c29ac261f974db387a667c6b25,16587508,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Kedar & Sohani by Sameehan Kashalkar/Raag Sohani/Raag Sohani.mp3.mp3,59b4daa8-bc31-446d-9f1d-670d5adec627,Raag Sohani
saraga_hindustani_5c464958-6411-480b-8b36-84da68bea036,human_saraga_hindustani_v1,False,b07b1fd242b3bff3a61131f26b724fc44fb59b58ba94227561aa1d7565ced651,7913323,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Subha Chale Sham Dhale by Ajoy Chakrabarty/Introduction about Ajoy Chakrabarty/Introduction about Ajoy Chakrabarty.mp3.mp3,5c464958-6411-480b-8b36-84da68bea036,Introduction about Ajoy Chakrabarty
saraga_hindustani_5d56b3ab-99d1-48c3-a785-269d74ccc944,human_saraga_hindustani_v1,True,da51783942f9a8d0265e69d95f93f522113e9f6db6a749473aeb4f98d7c6bed7,57696197,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bihag & Bhairavi Dadra by Omkar Dadarkar/Raag Bihag/Raag Bihag.mp3.mp3,5d56b3ab-99d1-48c3-a785-269d74ccc944,Raag Bihag
saraga_hindustani_62c7a9e6-e720-4cec-98cf-dda45c28bc0e,human_saraga_hindustani_v1,True,f438237d8cb156e1011a336ab96362b7a1eea251fd71a7cc0642c32b2b42da3f,12626954,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Hindustani Alaps by Kaustuv Kanti Ganguli/Raag Desh/Raag Desh.mp3.mp3,62c7a9e6-e720-4cec-98cf-dda45c28bc0e,Raag Desh
saraga_hindustani_631bde83-42e4-4c04-b260-3dbbd5b03799,human_saraga_hindustani_v1,True,eb4997f868d769943a2c2dd5944163792129f71a4e4b38626c4ff7e54a770398,21673078,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Maru Bihag/Maru Bihag.mp3.mp3,631bde83-42e4-4c04-b260-3dbbd5b03799,Maru Bihag
saraga_hindustani_66084e18-2dec-44bf-8bcb-48bf040b9318,human_saraga_hindustani_v1,True,a6b48b7b726891d5a8f315aec303c03158a5dcd9d30f38baeeeb54e4fae39641,13706223,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Dagori_Deepki/Raag Dagori_Deepki.mp3.mp3,66084e18-2dec-44bf-8bcb-48bf040b9318,Raag Dagori/Deepki
saraga_hindustani_6a2c841d-5a0e-4886-a5c0-f856fccbb938,human_saraga_hindustani_v1,True,954d957763c9feb9febae91717b0201f0dd5e890ab3e29394d40599a615ea585,14317068,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Nat Bhairon/Nat Bhairon.mp3.mp3,6a2c841d-5a0e-4886-a5c0-f856fccbb938,Nat Bhairon
saraga_hindustani_6ac112dd-b04f-4ad8-9913-1a1bfc35c5ec,human_saraga_hindustani_v1,True,f004915d317496f76b2c38ce2812431ff36ac34e1eb1f9ebe6be0bb73d266e0f,89692429,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Subha Chale Sham Dhale by Ajoy Chakrabarty/Raga Shree - Khayal/Raga Shree - Khayal.mp3.mp3,6ac112dd-b04f-4ad8-9913-1a1bfc35c5ec,Raga Shree - Khayal
saraga_hindustani_6bb27c39-a1d0-4775-8915-662044c43352,human_saraga_hindustani_v1,True,cae8a436b5c84f4b98485327b9b1f80592a3d6e2188394ef36b1941cb70045c5,7766179,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Malkauns, Chandrakauns & Majh Khamaj Thumri by Satyasheel Deshpande/Majh Khamaj Thumri/Majh Khamaj Thumri.mp3.mp3",6bb27c39-a1d0-4775-8915-662044c43352,Majh Khamaj Thumri
saraga_hindustani_6e377364-69ab-48fb-a90c-0661429cfdec,human_saraga_hindustani_v1,True,c5bfe994d807eacc7c4f91070cc382b6ae0dc0ae9ab40132afd21f3c5eac8983,25510529,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Subha Chale Sham Dhale by Ajoy Chakrabarty/Thumri in Piloo/Thumri in Piloo.mp3.mp3,6e377364-69ab-48fb-a90c-0661429cfdec,Thumri in Piloo
saraga_hindustani_73b74f57-4ba1-4f22-a969-1d9b2e26b5ea,human_saraga_hindustani_v1,True,886260408ab489409e874ccba978fcf78363d0665853e0293bd265c80e8e9ca7,44971576,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Bahar, Gaud Malhar & Yaman by Omkar Dadarkar/Raag Gaud Malhar/Raag Gaud Malhar.mp3.mp3",73b74f57-4ba1-4f22-a969-1d9b2e26b5ea,Raag Gaud Malhar
saraga_hindustani_7704b0d2-eeac-47e4-ba05-c541a91eb621,human_saraga_hindustani_v1,True,de12358f4d34176bc5c9b577defe90d3b55cc334ef0a99b723af84fb656eca2c,11097650,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Raageshree/Raageshree.mp3.mp3,7704b0d2-eeac-47e4-ba05-c541a91eb621,Raageshree
saraga_hindustani_78e3eb01-f033-4461-9a3f-3ffbdf0834fb,human_saraga_hindustani_v1,True,e5cf4a4172b07b86eb22b0ab14b8efdb05507023b0c349c81f502e457ce1bbc9,25274330,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Marwa & Hameer by Sameehan Kashalkar/Raag Hameer/Raag Hameer.mp3.mp3,78e3eb01-f033-4461-9a3f-3ffbdf0834fb,Raag Hameer
saraga_hindustani_80d7ae8a-c78b-4469-a3de-b1271df8c50f,human_saraga_hindustani_v1,True,41731b01d32a307339530666f1838491f3a64d7f82acd39b4c0f7d1eef13f332,62296365,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Kedar & Sohani by Sameehan Kashalkar/Raag Kedar/Raag Kedar.mp3.mp3,80d7ae8a-c78b-4469-a3de-b1271df8c50f,Raag Kedar
saraga_hindustani_82f80a73-a455-408a-a1bd-241b4b4f2388,human_saraga_hindustani_v1,True,ee47c792afaba7962dcd771febed9ece94ee41698c6f6209cae95a62f5ef5209,7024945,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Hindustani Alaps by Kaustuv Kanti Ganguli/Raag Yaman/Raag Yaman.mp3.mp3,82f80a73-a455-408a-a1bd-241b4b4f2388,Raag Yaman
saraga_hindustani_89224046-f086-4530-b2a3-70f9ae697faf,human_saraga_hindustani_v1,True,f0a35ce935a53eb454b31ed481e6ad8e473fca5867de307ca77bf1fd4d153d32,13422472,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Hindustani Alaps by Kaustuv Kanti Ganguli/Raag Madhukauns/Raag Madhukauns.mp3.mp3,89224046-f086-4530-b2a3-70f9ae697faf,Raag Madhukauns
saraga_hindustani_897f4174-24be-493a-be1c-57fd3c018601,human_saraga_hindustani_v1,True,0308ee702b86378eca4511740fb189e45f9dd96335e9c7f570b49c16f6771e1c,64180373,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bageshree & Bhairavi Bhajan by Satyasheel Deshpande/Raag Bageshree/Raag Bageshree.mp3.mp3,897f4174-24be-493a-be1c-57fd3c018601,Raag Bageshree
saraga_hindustani_8e815f51-194f-4e14-b1e3-5a214590d895,human_saraga_hindustani_v1,True,37f2080caf7a8f82ac9a19c038dd214a7d9f8ead3e6bb02a887042ae037bda88,50089732,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Lalit & Bibhas by Omkar Dadarkar/Raag Lalit/Raag Lalit.mp3.mp3,8e815f51-194f-4e14-b1e3-5a214590d895,Raag Lalit
saraga_hindustani_8eaaeecc-159b-4537-993c-51e62219f88a,human_saraga_hindustani_v1,True,947911319f5e47a024074b9b7ea4e3bb50cdd49641cceaf35ab2de96f5709ef0,21354736,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Basanti Kedar/Raag Basanti Kedar.mp3.mp3,8eaaeecc-159b-4537-993c-51e62219f88a,Raag Basanti Kedar
saraga_hindustani_928a430e-813e-48b0-8a23-566e74aa8dc9,human_saraga_hindustani_v1,True,1dea917a686c0281a91c141f6430185ef014fcca9414df9b9e42e44925b7b26e,92250945,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Shree by Kaustuv Kanti Ganguli/Raag Shree/Raag Shree.mp3.mp3,928a430e-813e-48b0-8a23-566e74aa8dc9,Raag Shree
saraga_hindustani_9310d945-c36c-4d0a-90fd-2afc8fdec1a4,human_saraga_hindustani_v1,True,51f3278411a0dc0d8f27213b6d5944999fa547a17ba1a984f4376a8f707ec0e4,13924441,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Mian Malhar & Ramdasi Malhar by Deborshee Bhattacharya/Raag Ramdasi Malhar/Raag Ramdasi Malhar.mp3.mp3,9310d945-c36c-4d0a-90fd-2afc8fdec1a4,Raag Ramdasi Malhar
saraga_hindustani_9880433a-b5d3-4f5e-95a2-d7aa7bfee11f,human_saraga_hindustani_v1,True,a99b4366684c8b4f0ebc15c55adf63ba2f39244fa9f62e18f3e84e48554bf1b9,35039570,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Jait Kalyan/Raag Jait Kalyan.mp3.mp3,9880433a-b5d3-4f5e-95a2-d7aa7bfee11f,Raag Jait Kalyan
saraga_hindustani_98afad39-5abc-4c96-b7af-5f2c70831066,human_saraga_hindustani_v1,True,bb79915a031ea1e3caed8390f414bb1a46c11c63aef571a9a267cf37c5854fb2,57174460,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Marwa & Shree by Omkar Dadarkar/Raag Marwa/Raag Marwa.mp3.mp3,98afad39-5abc-4c96-b7af-5f2c70831066,Raag Marwa
saraga_hindustani_99dcaebe-ab49-4fa3-ab6c-a9458143af8e,human_saraga_hindustani_v1,True,b61ada25695b38ac10332c923b0a4ada13e9807903b06f5f1f5225b6325cc57a,73346634,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Jog & Kirwani Bhajan by Kaustuv Kanti Ganguli/Raag Jog/Raag Jog.mp3.mp3,99dcaebe-ab49-4fa3-ab6c-a9458143af8e,Raag Jog
