id,model,hf_dataset,hf_main_revision,hf_parquet_revision,hf_original_id,source_parquet,source_row_number,raw_sha256,original_sample_rate,original_channels,original_duration_s,standardized_sha256,standardized_relpath,crop_start_s,historical_role,historical_group_id
aime_audioldm2_large_01513,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01513,0065.parquet,11,8136680fdf1efff79dfdfe673e7119e5f82782e5f1485612d93649382b2011e3,16000,1,10.0,32e5b2656dd889b06245abbf615c0903e7b978f79ced20e7c8355f8dbaf1d0aa,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01513.flac,0.0,development,aime:552a64be2310d402
aime_audioldm2_large_01514,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01514,0065.parquet,12,f8317ef7a7ef175ff2593997aeb8068c3818669d987e937ed2a54fdaf6625445,16000,1,10.0,2d23e1b55974432920c5d3e0c92d9c7c43ac5ab703ae563d47454c841c908747,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01514.flac,0.0,development,aime:46cdb34d187ee083
aime_audioldm2_large_01515,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01515,0065.parquet,13,5e1abaf70e13e317ae95ee866b2d0d6dcb356039cff0df0e898c0c1bfc88678c,16000,1,10.0,b0fe0508b9f66fc484cd2aa94c1e33dafcc6563160d8356544770f4a5bedf4fa,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01515.flac,0.0,development,aime:6a0d2ba7151ec32c
aime_audioldm2_large_01516,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01516,0065.parquet,14,dd4db256a8d073bf4799c15fc91ba0445c73f91131c252be71ef8ef87c9fd3ad,16000,1,10.0,dc6213f26a8622bede181876f20acb2b2aff8d0a457302e2d49a86db2e6855c1,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01516.flac,0.0,development,aime:1929dc163c072644
aime_audioldm2_large_01517,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01517,0065.parquet,15,2404c7897a1ea36f41ee8c719f3d60afbf6764c05055a4a7c9f9df16481738b6,16000,1,10.0,e30b03727272ac773996d531dcec335fd5d548397a547976888cbef0570ae96f,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01517.flac,0.0,development,aime:c71f31e1a9f0c399
aime_audioldm2_large_01518,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01518,0065.parquet,16,ef97ac6078d5e801de6c910c4d16180a6d596dbca439f5c046dc6c7117708fbc,16000,1,10.0,46d61d5257d8da3eb03a07edea8ee693a3faf198b23c4330133b51b15d44c6fa,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01518.flac,0.0,development,aime:a507885dff491d8d
aime_audioldm2_large_01519,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01519,0065.parquet,17,78e6f27351a9259b9def8625b4443d01a465735f2de8606ea1d212d6e1ea7525,16000,1,10.0,838f6725293e2e2bfec4d1d9c6c9e3c18cbcab53e1a5ce3e21565210ba8c562b,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01519.flac,0.0,development,aime:dca7d28403f3eb2b
aime_audioldm2_large_01520,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01520,0065.parquet,18,97c6d9f642481ec924536a4b5c5f6f00bb10264160d7806a469cfc1150a41305,16000,1,10.0,47feefeabff037610173c974bc6336c62cd93d03d3ee5fb843fa6b85b2385e4d,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01520.flac,0.0,development,aime:eb04fb35747df1ce
aime_audioldm2_large_01521,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01521,0065.parquet,19,45fb6300bd183a56fb5cf06cafb5c5fee705c4a6b73f59558aca3afb5fb2cfc5,16000,1,10.0,e751e73accb74bfb6320ef17d709fc992aedb554eaaccbfc5c811bf407555582,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01521.flac,0.0,development,aime:a9104a9429cdfa46
aime_audioldm2_large_01522,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01522,0065.parquet,20,0754c2fca06a466556f904d37bc0a05b69537c05ce2d7e240faec91b6f451549,16000,1,10.0,0e2e46c2a962d90fe8ab30ae660298fce8e0df471a737bdd0650f8fe9f7e3747,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01522.flac,0.0,development,aime:b7a19c6dbe92c4a7
aime_audioldm2_large_01523,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01523,0065.parquet,21,cb6a3d4c52ae3704730ff1b7e6055bc9887b154442675439f2ba9ed77751542e,16000,1,10.0,5103687a6608bfcd1e8c35a0ad8c84f6ddf24d92b5f5d498ab8ee10516ab71f8,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01523.flac,0.0,development,aime:d4fcddd4078efd57
aime_audioldm2_large_01524,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01524,0065.parquet,22,c3dd7cd6bce7defb31531c5a905390f59ad8b88b177917fbdb3978ea5c4bc382,16000,1,10.0,4ee07d10667b9516a9b076e8bb8109a55391296091c67524c85dd7ad01978f9c,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01524.flac,0.0,development,aime:f618429a7a965a8e
aime_audioldm2_large_01525,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01525,0065.parquet,23,edf22ef7672f7cc0d4a991a12c4a392e01d40e521d57b2d5369ae9d9c27c5c6c,16000,1,10.0,f3b08aab32d27e836f48e7da1c8f26f4cb4272389adc7315c34d393929cffa89,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01525.flac,0.0,development,aime:d0a5b366627de9f2
aime_audioldm2_large_01526,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01526,0065.parquet,24,9dee4bbbb078106fd6fbff586808392d99ff15de5199a6f0ff1ede843a5cbd1f,16000,1,10.0,bcce243d05f326f68330473a97f641fa351c3f657d8d7ea3220dc71ce9182092,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01526.flac,0.0,development,aime:48dc02e60ed634c9
aime_audioldm2_large_01527,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01527,0065.parquet,25,71f403146e8799e068c58d121bd41dc5d7841034cddbd17c2a1858f5d8e7d2cb,16000,1,10.0,b77596699f3fe666721ccdd00e0119ef2780944fec4e70b56e5374b62f15e3d0,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01527.flac,0.0,development,aime:fb51ffd5a27fab90
aime_audioldm2_large_01528,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01528,0065.parquet,26,ea7b2065ebcc23da9ece9ca02c562efe6458993a9ca5e05f4052bbb1bcb7acbc,16000,1,10.0,5fcf10a7aba3580d070657be07122cae6e5ae77533c3e61673ee397d1b84ea8a,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01528.flac,0.0,development,aime:b27b920e4fdad6d5
aime_audioldm2_large_01529,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01529,0065.parquet,27,daef108c79971cc1b6590b077c980bc5707b5870ee8a9e8c042faa189c323942,16000,1,10.0,510cde920e6aa8c4d6f5a449b5bb6252a83fb410a6ec78ec46ec4a0fe046bff1,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01529.flac,0.0,development,aime:32f46be93608ee74
aime_audioldm2_large_01530,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01530,0065.parquet,28,6f21b89e4c5859d94a3f1db835b4c827df340c8a20572f0df453bd79dc6509f0,16000,1,10.0,f4ef84254aae9340436f496ad739060159cbb38b966b5c1da55575ba98a71fba,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01530.flac,0.0,development,aime:e8f4361aaa86dc95
aime_audioldm2_large_01531,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01531,0065.parquet,29,f6a4fcb517a2316d4d15465de7d7988bb313377b7333a0dd510967bb6e7c6761,16000,1,10.0,c48d4bbd81cf85374e34ca5b99e33880aab09e32ae8d688358012917b99d5f0a,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01531.flac,0.0,development,aime:2a611633710c5080
aime_audioldm2_large_01532,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01532,0065.parquet,30,a488e7093f1f34a3f077a9fbe0cb7b9e79b17c484b302344729e783120bf0e79,16000,1,10.0,452424e87657041b272a9894f5a0794f81f37135210a67df80ec788940837be5,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01532.flac,0.0,development,aime:6349f240f9ce71a7
aime_audioldm2_large_01533,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01533,0066.parquet,0,4bb6e11f0324b30c1a2eb3957bfb51f0a8536970f0c079975aaf958d5b60d935,16000,1,10.0,5ebf8be256bcadb6f86a9475668ecaadf16cc88d86946e39858ee7538afbf3a3,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01533.flac,0.0,development,aime:02a43823f48d7848
aime_audioldm2_large_01534,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01534,0066.parquet,1,11fad5b3005d19218a8c2ec618d83a215c04af7d95d73051653cc92ec4f7385b,16000,1,10.0,2ae86cf167d40c419c22eabc756f897fa7f338e46891cf769454f2e925a31813,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01534.flac,0.0,development,aime:ff9711f656e2224a
aime_audioldm2_large_01535,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01535,0066.parquet,2,19de34735579ac47ee948a1c73fef81b0c2cc5602fe4c9a78d6119d59bbd83f6,16000,1,10.0,6eeafbbdcfc25d1b289ba756e73a0e3a216a60981b31c5685c6c8ce3fc94bc39,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01535.flac,0.0,development,aime:9e0257383dd2773f
aime_audioldm2_large_01536,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01536,0066.parquet,3,d422ec873bc688e356c5f9591bb33460a9cd6391a4029f15171169e7ed9b7b33,16000,1,10.0,ab3de4978951684300d2463e73be7b48e3370721b453bb3477a20ab0aa64a9fa,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01536.flac,0.0,development,aime:7a78b8b1cfadad04
aime_audioldm2_large_01537,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01537,0066.parquet,4,d6b8a89bbdda817f6c63a788846ef39d3c6233567f72f07bdd47018265bf72b7,16000,1,10.0,9d239acbac88f69999ec3825cd7fa101d897e7217bfd557731675c50b139103a,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01537.flac,0.0,development,aime:fdc57ec83c79945e
aime_audioldm2_large_01538,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01538,0066.parquet,5,b5722330c092f39e0c508f4152275cffc0e8db46213b3e2918ed6501114d3b4c,16000,1,10.0,f790fe1b0475ee38914e79695c404ee09cd8c9e2f9592ea8b691a3e4b79bc9c3,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01538.flac,0.0,development,aime:c4b481a07349c2cf
aime_audioldm2_large_01539,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01539,0066.parquet,6,b7d4709fbc7fa1977ffb2ca1eec0977291cc632ca29d489a3d761b12b219362e,16000,1,10.0,23365b64694bbc07bcf0e63d749d8b9a5c39b69037c73062be455f8d9ae1add8,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01539.flac,0.0,development,aime:4708a9465595445b
aime_audioldm2_large_01540,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01540,0066.parquet,7,ada36c339ebd9bb5853607dc31b7579a284b91838eb86e11ecfd94e641928f25,16000,1,10.0,424d355271cca7a4bd30f853070854383d09edcbbe7f642d3f9f7c1d7d8555d7,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01540.flac,0.0,development,aime:da37115889c8582e
aime_audioldm2_large_01541,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01541,0066.parquet,8,fe5a9495ca3290ceec04f4c6c3219c0cc35dcea8dd98031268f7ad552a47e63f,16000,1,10.0,f93c699c3596576dd04b3efba27a4c70a6f088d00fb6987bb6c8ecadfb36d967,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01541.flac,0.0,development,aime:a63eaaf850bce6b1
aime_audioldm2_large_01542,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01542,0066.parquet,9,bd2b6a2598c420b9bf112fb73b1bd7764b508a299bc1af10ecaddd60176da21f,16000,1,10.0,47e7e70edd748b4f019f492068087311f599f2ae5d91a640065660b7e8066d59,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01542.flac,0.0,development,aime:466f78c08561bb33
aime_audioldm2_large_01543,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01543,0066.parquet,10,df9dadb6c4e18b4128c700261419314cb525aa2751a905a1733b5e0707abd597,16000,1,10.0,16b3e98e227e5fa1e4853924c61d8a335607a3896632116c1bd2f6cbdc043342,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01543.flac,0.0,development,aime:a5b05aea8f90b6eb
aime_audioldm2_large_01544,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01544,0066.parquet,11,9759a3b679b9990bb524f2980ba3e88a490f0ef77c7a47159a3358a424df979a,16000,1,10.0,00c0cb80543049368e812d2df0c169f32ebc58972c0207b95a0aeb3d817891ee,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01544.flac,0.0,development,aime:054a70aeba07cb9e
aime_audioldm2_large_01545,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01545,0066.parquet,12,a192abc26b0dc930835deae5cac0031a6e8874a45a9d2ae60a33175c81f18040,16000,1,10.0,2b5a031ebcf34bbb0e1aeed768cf184287b8a3a4a0e961008676530baee1f1ad,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01545.flac,0.0,development,aime:6c88ea5e5a7184dd
aime_audioldm2_large_01546,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01546,0066.parquet,13,6116ce5339e19e7ff8a0cd9a865ef5e4ab9479f37833bd273115010c5b9a4962,16000,1,10.0,b961f16c7e7220c234e6728c6bf505776a7c1c665eb71509f4562a76e374d21e,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01546.flac,0.0,development,aime:3aa677a97b069b57
aime_audioldm2_large_01547,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01547,0066.parquet,14,2fdcd4dd803ad277a4c5858a5721fa44aec028039f721983acf4ec4f9491a142,16000,1,10.0,d0d68bdd8e59f5e3c4cc7738fc9bb3c876d22d3a5f4ce9b180c143ec895f3fc3,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01547.flac,0.0,development,aime:3f39a3e2b8e5d116
aime_audioldm2_large_01548,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01548,0066.parquet,15,bb5ef5e9ad82733fde82ed66109ff277037d7cb23a8e6a181a714e02aa6ab3db,16000,1,10.0,44f2cf7d301ae75a68a1947d601e84e453fe5be10073f432fc9266c1f658c62d,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01548.flac,0.0,development,aime:5913e081deeefbf5
aime_audioldm2_large_01549,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01549,0066.parquet,16,7fbe9acb8d07e65ca95616f82600759964fab9fa3537d5a4d242f7868ee49aaf,16000,1,10.0,46cd90cf1dc08535331dd8f78493cab3e3354c7c954057bd0feb379eacbd7d52,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01549.flac,0.0,development,aime:f8486fb06a2f002c
aime_audioldm2_large_01550,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01550,0066.parquet,17,77f7a09cca702d60ed3fb7fbd3e0530d299ea3c276b12ad7eb51a9156ab3a5d6,16000,1,10.0,cd9831054ec3e203502581752956469ffeac8f11a03826ed30e587edaa83f8b5,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01550.flac,0.0,development,aime:a7b18260f06fc378
aime_audioldm2_large_01551,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01551,0066.parquet,18,8c720dd453d39b1a6bf7c64ccc106225f5f734842cfca9b52c6cf3838f7d7f13,16000,1,10.0,48c52b8bd45259694978d4ec9b8bb7bf107996b39b5ac5512e181a04676dab2a,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01551.flac,0.0,development,aime:1a0375830a1f0e2e
aime_audioldm2_large_01552,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01552,0066.parquet,19,0d6e91e541df7dfd9b2623b96426d457bd85567236a5097099896b675d0a7038,16000,1,10.0,75f6399807745c0309c4057289c03875eb26153e8d6b00a0a4ba62af5327e5d2,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01552.flac,0.0,development,aime:e970f08b304d2237
aime_audioldm2_large_01553,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01553,0066.parquet,20,779de9f882adffbf5924780b5d65047423033a41a9107b2de8849a692b4320da,16000,1,10.0,c0429c732831573c3559aed4b283d6705ab66175cf62a3d3e2d826a07ef8ba6a,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01553.flac,0.0,development,aime:7f7026a6ad77dc57
aime_audioldm2_large_01554,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01554,0066.parquet,21,b729c32d7cd47758ff3196dc56f4f0ac35eac46b7083d0a79ff03749b5b360f0,16000,1,10.0,8ced14072468e73eec95b1195be808f98805d5716a646e1ac54a54dfdb515e75,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01554.flac,0.0,development,aime:f2c9ea2ab445f789
aime_audioldm2_large_01555,AudioLDM 2 Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01555,0066.parquet,22,71512de24969b436b5c57ecfee5f8c989003cd171351d9fcfff54e3d75dd2e11,16000,1,10.0,3b8abbeaf22d6a63e480403c3d91c4c2c5068fcc08a5f9bfbf2d5569282aac6e,clips_10s/aime_audioldm2_large/aime_audioldm2_large_01555.flac,0.0,development,aime:fae5443868337d70
