id,source_group,historical_role,group_id,prompt_id,original_sha256,original_bytes,original_filename,original_sample_rate,original_frames,original_duration_s,standardized_sha256,standardized_bytes,standardized_filename,standardized_sample_rate,standardized_frames,padding_frames,truncated_frames
ai_acestep_muse_cn_suno_cn_000955_0,ACE-Step,development,muse:suno_cn_000955,muse_cn_suno_cn_000955_0,0818ae7e861b15e8b95bae8f1a7c2fb4fe409d5224fe20cc69d485aa93d9f2c9,3257948,acestep_muse_cn_suno_cn_000955_0.flac,48000,1440000,30.0,fbc350ea75c2980671c91b77107c9ea26bf15eb708c90def6fd35747fec23426,3082524,ai_acestep_muse_cn_suno_cn_000955_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001079_1,ACE-Step,locked,muse:suno_cn_001079,muse_cn_suno_cn_001079_1,ed178e309e0189384b41851189bf4787a2021516988d36e1c62564f2384bb56a,2453791,acestep_muse_cn_suno_cn_001079_1.flac,48000,1440000,30.0,446b711af3f0d9ad0f7a61008ab06daf53064731ab0fcc12ec3d9588441f176e,2278380,ai_acestep_muse_cn_suno_cn_001079_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001149_0,ACE-Step,development,muse:suno_cn_001149,muse_cn_suno_cn_001149_0,8091e1f61add0c74a2637763966d9f5cd0b648eb6533028e7ecc828fd23e4b8d,2376630,acestep_muse_cn_suno_cn_001149_0.flac,48000,1440000,30.0,9cdd2763e43b22d262df84e700533e675823f9d5aa2700105adf12cbf17c2742,2208389,ai_acestep_muse_cn_suno_cn_001149_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001191_0,ACE-Step,development,muse:suno_cn_001191,muse_cn_suno_cn_001191_0,853bfa3af1bba70284aa8fee760a3abcec69caadd6ab059de0849bfeef078209,2805247,acestep_muse_cn_suno_cn_001191_0.flac,48000,1440000,30.0,c558f52b36f052903d5a5a24049b74c1520a0819288210a0390832b8987d37ed,2633659,ai_acestep_muse_cn_suno_cn_001191_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001199_1,ACE-Step,locked,muse:suno_cn_001199,muse_cn_suno_cn_001199_1,df053d9d5eca5810aeb3a05b6cff04a8fd660f91c8b8d20d0cc30644fa4b9a91,2335334,acestep_muse_cn_suno_cn_001199_1.flac,48000,1440000,30.0,ad97c14f323f2bf6be6bcbde21847105b87ab811e3bfac621087257bd295d904,2169302,ai_acestep_muse_cn_suno_cn_001199_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001270_0,ACE-Step,development,muse:suno_cn_001270,muse_cn_suno_cn_001270_0,9f68c5bc47697da3505b211489e209debe973ed9ee772b92936744ea87009066,2558456,acestep_muse_cn_suno_cn_001270_0.flac,48000,1440000,30.0,8cb6a6ad0a738577b0d8e7287b07cfef2af382568c60b0cad08c6bb8ec128489,2381129,ai_acestep_muse_cn_suno_cn_001270_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001353_1,ACE-Step,development,muse:suno_cn_001353,muse_cn_suno_cn_001353_1,b5199dbec3d732019ef496bf25b648384a11169257f0971a3e38e07ec920218e,2583564,acestep_muse_cn_suno_cn_001353_1.flac,48000,1440000,30.0,1a2273745f712d7bd5a3a24fed0aad4e4095bae4b1ff954a8a71756efcbc70df,2403955,ai_acestep_muse_cn_suno_cn_001353_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001668_0,ACE-Step,development,muse:suno_cn_001668,muse_cn_suno_cn_001668_0,f38190e0c99038318bfc6b0ce7ce85cbb5ebcce4c4b31bd963e142b2c899c45c,2992552,acestep_muse_cn_suno_cn_001668_0.flac,48000,1440000,30.0,8971aa440f9784b187309621d3c3555e53ed6800ac846326f94ac3fcc8cfd823,2822363,ai_acestep_muse_cn_suno_cn_001668_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001690_1,ACE-Step,development,muse:suno_cn_001690,muse_cn_suno_cn_001690_1,f910f447678a6c8c53649f2e4296308e19996623d325c0f37952b7a3a95a69b0,2560840,acestep_muse_cn_suno_cn_001690_1.flac,48000,1440000,30.0,42c45f7bd4378f00af4c92673c2cffaa22acac8c257fc84ee72b00f8d3e995dc,2380617,ai_acestep_muse_cn_suno_cn_001690_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_001808_0,ACE-Step,development,muse:suno_cn_001808,muse_cn_suno_cn_001808_0,e06688d0d2af61d0d622e061d43d98312d775b72ba976a76ca032e11a4e6a4a9,3016114,acestep_muse_cn_suno_cn_001808_0.flac,48000,1440000,30.0,9f10cbc2259c3b22491ffe48b8ba7f364b467ef01f7d7245ced75cca029f7a77,2842762,ai_acestep_muse_cn_suno_cn_001808_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002111_0,ACE-Step,locked,muse:suno_cn_002111,muse_cn_suno_cn_002111_0,909a785ef7d352aed11e72a2fe16efa5cfbc5079cb67759e398fd380641b2ead,2637541,acestep_muse_cn_suno_cn_002111_0.flac,48000,1440000,30.0,001fdcb65315769afc28a4dbee759a51a646b77c1a8ab2e4318435753abc9cf1,2466741,ai_acestep_muse_cn_suno_cn_002111_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002120_0,ACE-Step,development,muse:suno_cn_002120,muse_cn_suno_cn_002120_0,18a7a9f381335d081faed2ac21eb4ab01e94a769403a326b3195e940f19b4d79,2605329,acestep_muse_cn_suno_cn_002120_0.flac,48000,1440000,30.0,5e1635a27a9b5d3f0e20f4bf86f345c9eeadc4824a02069ab43553a4844f9b5c,2428853,ai_acestep_muse_cn_suno_cn_002120_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002130_1,ACE-Step,development,muse:suno_cn_002130,muse_cn_suno_cn_002130_1,4cc70817b312a6c0d5cd62a90582904554142d96a4bd04e9f0643fdf303cfc8a,2709955,acestep_muse_cn_suno_cn_002130_1.flac,48000,1440000,30.0,c3087c38a8924006c2deb25424b602a99bf45b7aae98305a4ab9896cff12f987,2530225,ai_acestep_muse_cn_suno_cn_002130_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002202_0,ACE-Step,development,muse:suno_cn_002202,muse_cn_suno_cn_002202_0,f44089b80ac70fb63110c6d2e710eb65f35a189282371f1a185535e2b3326d0c,3092499,acestep_muse_cn_suno_cn_002202_0.flac,48000,1440000,30.0,47581c913af55ba1f3fbba4d92f0f07d858a7fd1fbedab7d44a77443c62d6481,2925139,ai_acestep_muse_cn_suno_cn_002202_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002228_0,ACE-Step,development,muse:suno_cn_002228,muse_cn_suno_cn_002228_0,753c0482684fa367f062b797894226f58524d20e2d151723e3c7f820b706afbc,2867853,acestep_muse_cn_suno_cn_002228_0.flac,48000,1440000,30.0,8bb8782796fdc9998d79711a9998fd8b8d020ae77a089e47b494721e300c5abd,2692012,ai_acestep_muse_cn_suno_cn_002228_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002440_1,ACE-Step,development,muse:suno_cn_002440,muse_cn_suno_cn_002440_1,ab6b045abc4f33053a19a032fc2b81f9a2a2f95d6aac9d1639d442869c219f95,2586632,acestep_muse_cn_suno_cn_002440_1.flac,48000,1440000,30.0,c763c52436e732cafd2ab8ee699cbc695640a78797633a2b856b54ad06b0940f,2405373,ai_acestep_muse_cn_suno_cn_002440_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002516_1,ACE-Step,development,muse:suno_cn_002516,muse_cn_suno_cn_002516_1,fd53fc69339fe5423b7e7035c229d7175ae831ef796efd561809eddfc1da3cf6,2655123,acestep_muse_cn_suno_cn_002516_1.flac,48000,1440000,30.0,4f7c0be687a05b5303572dc7469b6bf3efe2400d0683d89c2196a9fe302e631f,2480753,ai_acestep_muse_cn_suno_cn_002516_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002551_0,ACE-Step,development,muse:suno_cn_002551,muse_cn_suno_cn_002551_0,961e9c8fe0162594b0d3c76115dae1a71e64c2924d5fd52938be5225423d3425,3210842,acestep_muse_cn_suno_cn_002551_0.flac,48000,1440000,30.0,c7f58eb994b0ddd3a45a6432b0de6b6c0a7b5f9eb2701d324242f06d3e6800fb,3038582,ai_acestep_muse_cn_suno_cn_002551_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002585_1,ACE-Step,development,muse:suno_cn_002585,muse_cn_suno_cn_002585_1,c72f68bfe267ceb687f900a05e510b69f031afb293199d34c16521b67514c61c,2339192,acestep_muse_cn_suno_cn_002585_1.flac,48000,1440000,30.0,9fbd6aad47301e96323dbd2ed485c91280a53cf78370295e63a968d2898e1dea,2162617,ai_acestep_muse_cn_suno_cn_002585_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002619_1,ACE-Step,development,muse:suno_cn_002619,muse_cn_suno_cn_002619_1,9ed780573245469ec5d46bd12137c2d5e15bdd8d9d1e7b7200d2f32227338517,2278264,acestep_muse_cn_suno_cn_002619_1.flac,48000,1440000,30.0,b2f84a30a3eb61500c9b70239b8b82725c941cd51cc8c9d7a781743068540cc1,2108090,ai_acestep_muse_cn_suno_cn_002619_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002660_0,ACE-Step,development,muse:suno_cn_002660,muse_cn_suno_cn_002660_0,94eb4d0456d196fcf5238d0a4fa649f307f058d30193d912c202b54d9c8e9f40,2797089,acestep_muse_cn_suno_cn_002660_0.flac,48000,1440000,30.0,20fd50d18f8b6f3b7f1f6de6d14899d1efce1ce44ffb276c0c0b8a3c5dd0e9e4,2611777,ai_acestep_muse_cn_suno_cn_002660_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002718_0,ACE-Step,development,muse:suno_cn_002718,muse_cn_suno_cn_002718_0,e81185e341340f6c745e8cab77f90d5fcd0b9714f52b5564b4328225a1a5776b,2862844,acestep_muse_cn_suno_cn_002718_0.flac,48000,1440000,30.0,b3e3289efce7d8e052cd162f5d3e14cde31d48ae30c7c19a0b3a26d8d2619ac2,2690826,ai_acestep_muse_cn_suno_cn_002718_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002840_0,ACE-Step,development,muse:suno_cn_002840,muse_cn_suno_cn_002840_0,ee1518ee2ece8745dbcf6cb2323e58dede1a8239d936f18f1698b46ec899bbab,3116192,acestep_muse_cn_suno_cn_002840_0.flac,48000,1440000,30.0,42413d7c0a5e28a9e25e1c114d8e3032da233c1992e3b211d2631482f8bb45ec,2939763,ai_acestep_muse_cn_suno_cn_002840_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_002958_0,ACE-Step,development,muse:suno_cn_002958,muse_cn_suno_cn_002958_0,59cd6ebe31713f7296c233456e717210910fbba64b6306bb922d350f1ed75667,2449335,acestep_muse_cn_suno_cn_002958_0.flac,48000,1440000,30.0,f6151d651ae4950d0df2e8788c14cd86bca0c6e845a168cf0154eb67a6728fc1,2270687,ai_acestep_muse_cn_suno_cn_002958_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003042_0,ACE-Step,development,muse:suno_cn_003042,muse_cn_suno_cn_003042_0,1f87cf6329736d712ae6ea29482375fdcd72a2d3103e02c3cb62cffaf3ac44b9,2498618,acestep_muse_cn_suno_cn_003042_0.flac,48000,1440000,30.0,7a102f2ac2e939610a17adef2d29490ff95696adfb4413b7ba8dfe4e3689220f,2320767,ai_acestep_muse_cn_suno_cn_003042_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003067_1,ACE-Step,development,muse:suno_cn_003067,muse_cn_suno_cn_003067_1,68b51be4a6fb423ad4ac936c76d1329fe6634373b4052994719c8e47a6bd4d3e,2627206,acestep_muse_cn_suno_cn_003067_1.flac,48000,1440000,30.0,41c0c968c6dba41a1af18d06f9082606fdced01fb8b55a42909dcd9288ed8ceb,2445133,ai_acestep_muse_cn_suno_cn_003067_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003122_0,ACE-Step,locked,muse:suno_cn_003122,muse_cn_suno_cn_003122_0,52b15da0e7a91a761eb81107e026306992033598acb981b10ab173f67f7203c9,2661487,acestep_muse_cn_suno_cn_003122_0.flac,48000,1440000,30.0,3533fae9801fe78e549104d0d7bbe1d1cf65719a8a40ca1d3cd9ccffc5b89cff,2483003,ai_acestep_muse_cn_suno_cn_003122_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003137_1,ACE-Step,development,muse:suno_cn_003137,muse_cn_suno_cn_003137_1,d9760116920e6d5cb98b86548f97d06054b8686591de5520712ba1fabe5a5dc0,2296662,acestep_muse_cn_suno_cn_003137_1.flac,48000,1440000,30.0,43879e162759c1ffcd5e53ef3a786ffd57cadfd93b4329273da6184542a3c1b7,2120899,ai_acestep_muse_cn_suno_cn_003137_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003251_0,ACE-Step,development,muse:suno_cn_003251,muse_cn_suno_cn_003251_0,3da2e0621b3190a7df21159b34f2afc05b04cf513f48bc9b3fe785429432cc3f,2818138,acestep_muse_cn_suno_cn_003251_0.flac,48000,1440000,30.0,b3fe38ae2615768ce4ebd558cbd3737f38874ba3f938b3a29b81b816d9d646f3,2668151,ai_acestep_muse_cn_suno_cn_003251_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003275_1,ACE-Step,development,muse:suno_cn_003275,muse_cn_suno_cn_003275_1,7d662d7aa559147383151db0ab4517c3d1159a9f808f0466eaa1839709490629,2510210,acestep_muse_cn_suno_cn_003275_1.flac,48000,1440000,30.0,7962232cd7f10cc3cd7bf4a91b48b7d5effaaa32a5ea36dae09e3b26a913bad5,2338243,ai_acestep_muse_cn_suno_cn_003275_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003278_1,ACE-Step,development,muse:suno_cn_003278,muse_cn_suno_cn_003278_1,27ea9fbe96c4302a5fe7379e46c1e6f61d81407fa19b5ef1840fefb6cd3bed12,2179290,acestep_muse_cn_suno_cn_003278_1.flac,48000,1440000,30.0,7bc7bd99c4c426f738830bc0bf313a752ad0fa6bd9fc6572846d180a082bb34c,2013637,ai_acestep_muse_cn_suno_cn_003278_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003299_0,ACE-Step,development,muse:suno_cn_003299,muse_cn_suno_cn_003299_0,65de09e948e280f281c1c10fcface4d26e5e7fdb40bf6926d1191af143a633cf,2483699,acestep_muse_cn_suno_cn_003299_0.flac,48000,1440000,30.0,3a9a005fd72f836744725bf6d9313e6c2d6bc174fc2e7d922f330ccdaf7276fb,2302622,ai_acestep_muse_cn_suno_cn_003299_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003559_0,ACE-Step,development,muse:suno_cn_003559,muse_cn_suno_cn_003559_0,32f058c78bf567fc13a1942fd990aac637023ef0c0ad3279f231d4db0e92ddf4,2680871,acestep_muse_cn_suno_cn_003559_0.flac,48000,1440000,30.0,2c4affaca36e0391671108a447ffc2fb4592a963efd19f712829a2fc888c747e,2501519,ai_acestep_muse_cn_suno_cn_003559_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003766_1,ACE-Step,development,muse:suno_cn_003766,muse_cn_suno_cn_003766_1,eea32f1a5075127f0f8a3181be730af34d33b8ad5067bf9528396e3a3e85b3dc,2291839,acestep_muse_cn_suno_cn_003766_1.flac,48000,1440000,30.0,e8fa85272ca2e233d327775c03bca7cfb61d5ab4d17177eb7ead47980f99633c,2128791,ai_acestep_muse_cn_suno_cn_003766_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003884_0,ACE-Step,development,muse:suno_cn_003884,muse_cn_suno_cn_003884_0,05f064bce4270f7fddca787edd9f4d083f681607e8740dbee88204e8122e8f3e,2767968,acestep_muse_cn_suno_cn_003884_0.flac,48000,1440000,30.0,e293fb83cf4a0aab2bf8f59ff3e67f09937cc307778d35aee81f5fce3263f670,2587751,ai_acestep_muse_cn_suno_cn_003884_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_003983_0,ACE-Step,development,muse:suno_cn_003983,muse_cn_suno_cn_003983_0,c5fb9bba55e7a43c6143b03aad4d50378083f392067384a49ec034a4087b17cf,2275537,acestep_muse_cn_suno_cn_003983_0.flac,48000,1440000,30.0,a2632fa8f3588521cb6d0b2284cfb5b532f6b1f056c11b3ffebb42de5f93ef63,2104742,ai_acestep_muse_cn_suno_cn_003983_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004044_0,ACE-Step,development,muse:suno_cn_004044,muse_cn_suno_cn_004044_0,fc1390b8391bd4448163a0c82b636858d981d3dbcbe82e515ff516aa579d768b,3238276,acestep_muse_cn_suno_cn_004044_0.flac,48000,1440000,30.0,97a09be90802eeb289ccc2fa0a5dc1d589aae487e0c6e3eb1c351855350f5caf,3063078,ai_acestep_muse_cn_suno_cn_004044_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004068_1,ACE-Step,development,muse:suno_cn_004068,muse_cn_suno_cn_004068_1,c3578ee0ec712fead831693dc07ff490ce0ebe85438c719f065fe2a40853b8de,2918491,acestep_muse_cn_suno_cn_004068_1.flac,48000,1440000,30.0,7caaa7e249d907b9f8af9eda1c163040c959d4acb75952f26e21e30403dc4e5b,2744140,ai_acestep_muse_cn_suno_cn_004068_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004138_0,ACE-Step,development,muse:suno_cn_004138,muse_cn_suno_cn_004138_0,2e8ccdba6f1bdef2a41d75512fb381385134acf8c5b8544cbb0c6d70b2a4986b,2823855,acestep_muse_cn_suno_cn_004138_0.flac,48000,1440000,30.0,257eeb78b2ee0825a56440ed02fe206bde0d685fc04d4f0bae2f93de696fa79c,2642596,ai_acestep_muse_cn_suno_cn_004138_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004405_1,ACE-Step,development,muse:suno_cn_004405,muse_cn_suno_cn_004405_1,90c14ea06097c730ed02f2fa425c7cc867844ec8838daa4adc1a32e9a1c4b2be,2443780,acestep_muse_cn_suno_cn_004405_1.flac,48000,1440000,30.0,57691b6f7244c554e68503d5c20702fe37c303045d85331643945b5e91143813,2274591,ai_acestep_muse_cn_suno_cn_004405_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004485_1,ACE-Step,development,muse:suno_cn_004485,muse_cn_suno_cn_004485_1,5930df63fb961dc7e8062db9c6bece01feda20e97530aedc368b8098e5ce47f2,3627525,acestep_muse_cn_suno_cn_004485_1.flac,48000,1440000,30.0,3675072f0e6c440eef6cd1dc666dc5c90b070595096d98426d5bf3c7df30d530,3449309,ai_acestep_muse_cn_suno_cn_004485_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004770_0,ACE-Step,development,muse:suno_cn_004770,muse_cn_suno_cn_004770_0,0c74a50498d65f5bf39a7411803b2afdae2ae2a1794c431cf60ac944def92c52,2439545,acestep_muse_cn_suno_cn_004770_0.flac,48000,1440000,30.0,e4d40311c67a72102de10d33adf7782f90a4753908af51430344b349997e821f,2259959,ai_acestep_muse_cn_suno_cn_004770_0.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004806_1,ACE-Step,development,muse:suno_cn_004806,muse_cn_suno_cn_004806_1,537286b54db7df65ed020b347b4641efaf7fd1034b0ee4cdd7a9f945753bb770,3232088,acestep_muse_cn_suno_cn_004806_1.flac,48000,1440000,30.0,167fb72b25e8cdcb324efab693dd61702ff27c1962a773afec9a269022f3937d,3062734,ai_acestep_muse_cn_suno_cn_004806_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_004936_1,ACE-Step,development,muse:suno_cn_004936,muse_cn_suno_cn_004936_1,1ef41c246d9ec79b173d756c0ba48ef8e3ae383596687b5df53a7afeea7b6e96,2448675,acestep_muse_cn_suno_cn_004936_1.flac,48000,1440000,30.0,3bdd1c98a0a9892fc6abe1295ad1ae88359204b51689f7be5c10faa7d01ba8cd,2269956,ai_acestep_muse_cn_suno_cn_004936_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_005005_1,ACE-Step,development,muse:suno_cn_005005,muse_cn_suno_cn_005005_1,2aa81a9ef4387da0263c38590ac1eb3ed2c6d6ec3d217c5734f11e8c4116d28b,3478299,acestep_muse_cn_suno_cn_005005_1.flac,48000,1440000,30.0,49ab33d3295fe556bf269e598d7072d1ee24fffb8b14951675ea2690e73c1e1d,3302113,ai_acestep_muse_cn_suno_cn_005005_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_005164_1,ACE-Step,development,muse:suno_cn_005164,muse_cn_suno_cn_005164_1,20800ab9056fae5f9085cacb1da714de55a697eda41cfeace061d786ceb62221,2532276,acestep_muse_cn_suno_cn_005164_1.flac,48000,1440000,30.0,c0c4484709718c9f051759ab669dcad9e39600ed59b24f380108e84b328a7ad6,2355142,ai_acestep_muse_cn_suno_cn_005164_1.flac,44100,1323000,0,0
ai_acestep_muse_cn_suno_cn_005322_1,ACE-Step,development,muse:suno_cn_005322,muse_cn_suno_cn_005322_1,3c99a5588cae0e47c81431bcb4df54e84f82a5692d19d8df9eaf4ef5b1d8acd5,2491466,acestep_muse_cn_suno_cn_005322_1.flac,48000,1440000,30.0,a9314a29820a6cbb3f83a559343775893c13c656aaa1e981233780613e71317f,2317660,ai_acestep_muse_cn_suno_cn_005322_1.flac,44100,1323000,0,0
