id,prompt_id,label,source_group,role,group_id,native_frames,native_sample_rate_hz,source_sha256,source_receipt_sha256,eligible_native30,eligible_native60,native60_start_frame,native60_frames,native60_input_sha256
ai_yue2_muse_cn_suno_cn_001270_0,muse_cn_suno_cn_001270_0,1,YuE2,development,muse:suno_cn_001270,2154176,48000,97f0f86c620a0214076c77ddd6db99ae24f55dfa232f7b2e0308f071b9cd0f1c,edfdb3b9b4f570208d1ead683b744c21a8756b44454a721af671dde7650df394,1,0,,,
ai_yue2_muse_cn_suno_cn_001353_1,muse_cn_suno_cn_001353_1,1,YuE2,development,muse:suno_cn_001353,2188736,48000,3537cc4bfb7bfe73a41d84745d92b96eab3157913b4748aa6f3dd037d630e15f,50a45d61c86ee57759a95c93a33b610a71388c1316c7dea9fc4a5a858fdf629a,1,0,,,
ai_yue2_muse_cn_suno_cn_001668_0,muse_cn_suno_cn_001668_0,1,YuE2,development,muse:suno_cn_001668,2542016,48000,64a585d77d7598369039a579b1cd1f834388f4ae7a8cb1ec41a0dc196abdd823,3273006ad5e49f47fb5f7659c918511f61d9a17b64294bf2902bf96af78dff98,1,0,,,
ai_yue2_muse_cn_suno_cn_001690_1,muse_cn_suno_cn_001690_1,1,YuE2,development,muse:suno_cn_001690,2739776,48000,953b7a4e955e897cf4fce0cee46ff99ee1355d4ac667bb5f8bee5464d5fb805c,97762f6b11fd8d8bc57f6f9d2b3569aaecb7a8ff69160120a42da5a30da25f3d,1,0,,,
ai_yue2_muse_cn_suno_cn_001808_0,muse_cn_suno_cn_001808_0,1,YuE2,development,muse:suno_cn_001808,1631936,48000,b624bd069012440d787590bd7d5376995068686fb633f7d77ce48505bd7c3d7c,1b629101c2ffe87d356d9b3cfcbf7bdabeb3cc4c25a96bb525f7c51634108c56,1,0,,,
ai_yue2_muse_cn_suno_cn_002111_0,muse_cn_suno_cn_002111_0,1,YuE2,locked_test,muse:suno_cn_002111,4031936,48000,6919157752bb373e8184d597853eb64e2fca7dc8510343ab7601ffdd599543f8,6e0327c7d7d856009adae3c6c2d59603457136473ca95a02f3650e608d9ac32f,1,1,575968,2880000,2175a3c7cc3ffc3ffba11ef019ce460ed943f2ade63fbb639003036e95d68bc5
ai_yue2_muse_cn_suno_cn_002120_0,muse_cn_suno_cn_002120_0,1,YuE2,development,muse:suno_cn_002120,3358016,48000,b1d3bbb0bc697dec184206f5ead013ec1830aa7781aa7974f729565e3d8a60c7,f1ea79df19cafa669dd95e1e73717fe1e550e779f8bf8e7b4121b968628bef22,1,1,239008,2880000,2fb94674a6a01f094f28f8f8b0abf0b9fce0e7f94aa9a55319dc12aa7d93dd3e
ai_yue2_muse_cn_suno_cn_002130_1,muse_cn_suno_cn_002130_1,1,YuE2,development,muse:suno_cn_002130,3480896,48000,b15344fbc1e8b9466e28c42c4e789138a8a842f91c21356434224c722f6d7f8a,bcd7d22501afe812c801bae48f0eeea3e1af3487c5e1b6d9dc81c95f2772806d,1,1,300448,2880000,82196e12c2bca7da0ae0306ec839a9ae903238f1fc63baca13ce454f65924559
ai_yue2_muse_cn_suno_cn_002202_0,muse_cn_suno_cn_002202_0,1,YuE2,development,muse:suno_cn_002202,2966336,48000,f70beb5a5c1da2d21c725f2402535ad06d09e6ad3e6d3ec7b0ce2f48f088a248,d1ac4da943385cb76ce7fffee350c1971cc6c220e408f3746c30fcdc7b2bd215,1,1,43168,2880000,bdd4ca2d40da96c809d6ea4c734f8b6b46bd7e0b0be6a9b5e3d2707d324bdb05
ai_yue2_muse_cn_suno_cn_002228_0,muse_cn_suno_cn_002228_0,1,YuE2,development,muse:suno_cn_002228,3463616,48000,4f2bbe6bb8567f1ceeebaf5db34b25658b0238f46df833edf8f7d8e1145131a8,6f756a44b6bf25a0e208c13006f70d08cd147dbfdc12fc380c0ef69059ee23de,1,1,291808,2880000,5fbac0e4cd03ac83a3787b387e40003cb1d11f6f0f11e597b789ccbda4cc6179
ai_yue2_muse_cn_suno_cn_002440_1,muse_cn_suno_cn_002440_1,1,YuE2,development,muse:suno_cn_002440,2979776,48000,310dde3acb2e5ae8563b60a33ea673a979b0363049533b04b257c5f5692bc17a,dcfb85a4ab52967943fa0ce455f8a9ad08fed51d1a9385e9f6cd746008537dca,1,1,49888,2880000,08fe68a31e135d66f83a093fbbe98c46eaa21b862dddf1f4aaec63ed9b7f035f
ai_yue2_muse_cn_suno_cn_002516_1,muse_cn_suno_cn_002516_1,1,YuE2,development,muse:suno_cn_002516,2014016,48000,67e3ff6725de6df8efd1fa5879cdd884489920a02918832ceb0dffa09d164058,3075bcd445f8295691798eadfb8cf828d84f713432a0202ffaaabf8dca8c76f8,1,0,,,
ai_yue2_muse_cn_suno_cn_002551_0,muse_cn_suno_cn_002551_0,1,YuE2,development,muse:suno_cn_002551,2822336,48000,00131a1d3a80648906d51201e0da9cd9fd92e67f4f4ed1f49276df3149d76a4d,a03c4aa7891d165dde78c1e41132c8f263d18b63d077c1a787a1e90d4cdcd1af,1,0,,,
ai_yue2_muse_cn_suno_cn_002585_1,muse_cn_suno_cn_002585_1,1,YuE2,development,muse:suno_cn_002585,1750976,48000,1a8e84bb86bfba7b812acdd72587db54887d526ff8e7b93b7536687137649b68,c15561526fd1ac5c5c3b93d67fb78efdc8960f12f20c0cb34a5f80af65aa4820,1,0,,,
ai_yue2_muse_cn_suno_cn_002619_1,muse_cn_suno_cn_002619_1,1,YuE2,development,muse:suno_cn_002619,2353856,48000,781e777463e9105eb06a73b7c0c4ac3b3600c6f5c863d8602fbae83af0d0ebe6,83b4bc0e17aa63c71773121bd17572c8b9818d1ad092bd8faa5dc2547c358d02,1,0,,,
ai_yue2_muse_cn_suno_cn_002660_0,muse_cn_suno_cn_002660_0,1,YuE2,development,muse:suno_cn_002660,2015936,48000,05944bd9b0fe1972c605f399f59c8e39a096f0b4ec6946211322f1fb66619ec8,1eb56f933f67c52b69250781f42519950ebaba5375a378316272bab38e0be903,1,0,,,
ai_yue2_muse_cn_suno_cn_002718_0,muse_cn_suno_cn_002718_0,1,YuE2,development,muse:suno_cn_002718,2664896,48000,1004756dba44280afb4efb32543adfd704cad6e2455eb9df5038a93272e36c9f,bef7d609af185d538202b8fd6c01991287ebf7d0eb4793902a843392dcec5f16,1,0,,,
ai_yue2_muse_cn_suno_cn_002840_0,muse_cn_suno_cn_002840_0,1,YuE2,development,muse:suno_cn_002840,2102336,48000,7c31c137f21857b75e5ce7bbd830960b5d333e0f0f5e03b2bab85720a32b3668,61c9d98b57adea454f1af618bd4179284bd695c353921aebdf8d487331b57a19,1,0,,,
ai_yue2_muse_cn_suno_cn_002958_0,muse_cn_suno_cn_002958_0,1,YuE2,development,muse:suno_cn_002958,3240896,48000,c7c97c646ad67323ede44169f5b3970f8046ac38c6729948210a941d7638fc46,b4fb2fcb621fb39aee020c82bf1e2ee9e3b1d37b3463f81d6b714b84939beeb8,1,1,180448,2880000,643a37f7698bfd5bea12475d600f57eed570cb280de58545be1990164f585809
ai_yue2_muse_cn_suno_cn_003042_0,muse_cn_suno_cn_003042_0,1,YuE2,development,muse:suno_cn_003042,2140736,48000,7a8cd1812f28052a4df9433a24d8f6e4b12ed07112d18be81d97ad1ec7e59795,7ca60784999849b18a569e732133d04fcc55276828e80f6ba8bdb29617a13b82,1,0,,,
ai_yue2_muse_cn_suno_cn_003067_1,muse_cn_suno_cn_003067_1,1,YuE2,development,muse:suno_cn_003067,2678336,48000,348e67955543eff171611f9c0abcd65a405f9f1a084bbebfc0571ec750fffd94,6160b2bbcc050b3afed1cd3cb3b539e2a67d2e47c6eab487b94df415835265bc,1,0,,,
ai_yue2_muse_cn_suno_cn_003122_0,muse_cn_suno_cn_003122_0,1,YuE2,locked_test,muse:suno_cn_003122,2620736,48000,c8115e4300146d32416e2bbb41009be0ae278da5b60833423a87e1b303513bb2,7de9425d7d0162b64edfe79de5a6b12a4f00a0d19116f08fd68ca35ea2bb5017,1,0,,,
ai_yue2_muse_cn_suno_cn_003137_1,muse_cn_suno_cn_003137_1,1,YuE2,development,muse:suno_cn_003137,3354176,48000,15b3a33b652d36cfd59d442f96212e8b257244f16a99972ccce012f008f6df64,52527323daf0f889d41f6e8ed50cda4a99f4843e25735f01608b175d59919d98,1,1,237088,2880000,8fcff9ded810fda7ffe2cc989bdd00d6cb30f9e701249cc5111fcc2157e505ba
ai_yue2_muse_cn_suno_cn_003251_0,muse_cn_suno_cn_003251_0,1,YuE2,development,muse:suno_cn_003251,2630336,48000,95fddc1240bb4e66c6f2b531c251251ecfc6303f0dfea712292039673d3d2467,754f6ea352cb929b80bdc17b0fdca6cb6aeace406d6fbaf1746b6b60f648c0e4,1,0,,,
ai_yue2_muse_cn_suno_cn_003275_1,muse_cn_suno_cn_003275_1,1,YuE2,development,muse:suno_cn_003275,2730176,48000,d345ccc979d586b8c71d62720ac2eff96d2ca3a035fac6e02668cdbf4ea150e2,b7a414845211c19f6f205eeb6a71d7598e8136f755516ff10757458ba6e65a56,1,0,,,
ai_yue2_muse_cn_suno_cn_003278_1,muse_cn_suno_cn_003278_1,1,YuE2,development,muse:suno_cn_003278,3907136,48000,bc821da965d3fa0092d8fcaa6ac47dd3c01479552363853b12830f0cd9ad89a4,0fc9c399dffb4d7b1da7a7322d1bd1b7205614049a47ec35228cc272cf59a765,1,1,513568,2880000,879a3af1e81fd6670efb43fefb185333db7a22e4a57a06ce49eac4cfa66e510e
ai_yue2_muse_cn_suno_cn_003299_0,muse_cn_suno_cn_003299_0,1,YuE2,development,muse:suno_cn_003299,2751296,48000,99cbfbbd8d763300b5761ad0aef6baed4d8a3949ae48f40e1bd55fc8012f5999,5ef34e536c1b4ccd47cd03cb47c8ae40cc0fc9a0d8cf88d5bbd8ca32c4baa984,1,0,,,
ai_yue2_muse_cn_suno_cn_003559_0,muse_cn_suno_cn_003559_0,1,YuE2,development,muse:suno_cn_003559,9292736,48000,1bfd3c140100da25b4c41ee36176d2ad81624ccfc0194401a86329cd460e97cf,9542ae44d3041f4e737bb1f232668a8d5dbd15bcbf090af3ca08b97bb48447db,1,1,3206368,2880000,57089240de28d5e523bb8a0d44d8f0198c3cfd7228e673424f4a5d0fe2459a11
ai_yue2_muse_cn_suno_cn_003766_1,muse_cn_suno_cn_003766_1,1,YuE2,development,muse:suno_cn_003766,2336576,48000,7fe53d95f365f5a8f0c23984a2a032c1a66ffce777c049e640b41e5e2b2d41bb,1ae4d8da1f14941e2542623ea7b6f2a1218cae7ef26589dc5e17ed8ed8fc9e27,1,0,,,
ai_yue2_muse_cn_suno_cn_003884_0,muse_cn_suno_cn_003884_0,1,YuE2,development,muse:suno_cn_003884,3219776,48000,46207b35676cfc57d75307b4cf69205eb4b81fbab32e83b425586e9650a06b3b,4c3f897d835c8daad9c2df0c360d5c52bdf1f3fbc1c1da54228eaa3a4c5d0855,1,1,169888,2880000,47d43f13d297dd9cef4b74971ea98b4739904cf56f76f055e98fa761314cc46e
ai_yue2_muse_cn_suno_cn_003983_0,muse_cn_suno_cn_003983_0,1,YuE2,development,muse:suno_cn_003983,2993216,48000,49748ff64c2a00030c1144835c5e3ca56115f35500de95c7bc942d4cf5c4e6a1,dbe02eb965263aee87b1d6b5f6f8f084a82dfeefbc6dfb752c7cf47e59bae50b,1,1,56608,2880000,28958e600780b7ff597834e765c1fba07fdb6d6ed9b64ba12cdf6ccd938ae823
ai_yue2_muse_cn_suno_cn_004044_0,muse_cn_suno_cn_004044_0,1,YuE2,development,muse:suno_cn_004044,2248256,48000,88a44e9cebb13c2511dd2b63f11f747a6c80e4c4d5d743ef92b7bbe96095d4fa,2f1732de8222aecd606568753c8856e0901852b67ab7110eb765e55ff9be13c9,1,0,,,
ai_yue2_muse_cn_suno_cn_004068_1,muse_cn_suno_cn_004068_1,1,YuE2,development,muse:suno_cn_004068,2613056,48000,610a9061c64e56204297a4a010d2fb88e8fc020b05674eecd989283df70deaf5,22b83ed77c3bc2681a0654f4a0cf4bc49b3440baf4aaf2c939f58612064e2356,1,0,,,
ai_yue2_muse_cn_suno_cn_004138_0,muse_cn_suno_cn_004138_0,1,YuE2,development,muse:suno_cn_004138,3632576,48000,3f76e86a44eee199b7e2f34767bd735855425b9afb1fc63c140e0a0ceedcb02a,376ee0813f267c9e9120c7ab65c3749711b70e3a4869bdaf2dbcbdf8ab9a072f,1,1,376288,2880000,9f8b5fee825dc4adb776e9281b00082701bf1a1e219d7a9f603e93d3ddc3b6ac
ai_yue2_muse_cn_suno_cn_004405_1,muse_cn_suno_cn_004405_1,1,YuE2,development,muse:suno_cn_004405,2323136,48000,985aa68fee17b2a3ebe664add03dce50c8544a209ed8cdd1661ec6bbd8e565c3,856abba4fcc54eaa1c70a382356117881ab10014114ff18105e2b5577adbc164,1,0,,,
ai_yue2_muse_cn_suno_cn_004485_1,muse_cn_suno_cn_004485_1,1,YuE2,development,muse:suno_cn_004485,3160256,48000,94b2e3421ffccce229d37138fcf132047b0a90bc650eea1e372578d97aa847f0,d3473859d376c8dd42916c492b388c9e1fafdf02ea990f4239a7d09a8a122def,1,1,140128,2880000,617d9e162f74d871dbb45d8b53a8c6fb310830b55ff014a91359e0154136ea1e
ai_yue2_muse_cn_suno_cn_004770_0,muse_cn_suno_cn_004770_0,1,YuE2,development,muse:suno_cn_004770,3325376,48000,8c7975f0c83b1c009a7edd33357cceed455b042a27573bc0d92030d0adf235a8,33dfccd82a53024fc0c4f693027977c6ac80d5d6cf450726a5b57c5cf1d27f89,1,1,222688,2880000,44c2c9fb98cdda483340dcb978da8268300c9a9316f38e04f8e04774137efd15
ai_yue2_muse_cn_suno_cn_004806_1,muse_cn_suno_cn_004806_1,1,YuE2,development,muse:suno_cn_004806,2931776,48000,f49087f64713e83ce455dcd0b242a4b38d86ddc06c5f761b9b85c6cfc74ca6f9,1d9fa2b52016215752342e6a41d7d026d535d396dedd0a6537b77072c1db0a0e,1,1,25888,2880000,34711883782be654c3b74103a44e972344f31197c679390cb822cfc10f4b05e9
ai_yue2_muse_cn_suno_cn_004936_1,muse_cn_suno_cn_004936_1,1,YuE2,development,muse:suno_cn_004936,2741696,48000,aaad463346981a20f7d248e4580f37d1f709bbeb0f60fd1e5bcdee5199aa2535,2031a555fd81f099795e10bd853ab2419bf625c55ed4c7b3ad30496f7e5a16d4,1,0,,,
ai_yue2_muse_cn_suno_cn_005005_1,muse_cn_suno_cn_005005_1,1,YuE2,development,muse:suno_cn_005005,1762496,48000,a46f75ce475bb17a5e1c6081035d9c4ac21a05c7349703011298a481a0153120,70692caf938ee6f550c97e6a635ea220e0e5d0a041cb0982ce7447edc455fc82,1,0,,,
ai_yue2_muse_cn_suno_cn_005164_1,muse_cn_suno_cn_005164_1,1,YuE2,development,muse:suno_cn_005164,2459456,48000,cd5e0309f846a0b19a46375e36e93e4290fa477aed6f900042ddead0aa19b163,d7f957d18b0d730353aede269fc9a489417aace9395fde3a739eac258bccdd53,1,0,,,
ai_yue2_muse_cn_suno_cn_005322_1,muse_cn_suno_cn_005322_1,1,YuE2,development,muse:suno_cn_005322,2042816,48000,54f6b52d006b344865999333f084736e39ddaf014a828852a4c05a3647ce752e,14d3be89b3184aa43e863cdf861b7bcb85de78c9027a36cbabdd51e1dc92bbd0,1,0,,,
ai_yue2_muse_cn_suno_cn_005324_0,muse_cn_suno_cn_005324_0,1,YuE2,development,muse:suno_cn_005324,3014336,48000,6f23417946e14bc1d3db515af30bc4c389fa1773c0c46bcaaa78d5193c8b84ab,fe4bc949c5c6651a331fdd3afc4b824b0005627e34af2c86341869de56f1d5f0,1,1,67168,2880000,58c91f780726a406f88920417dffd9306fc06fa9d917c0a87a358df09789757d
ai_yue2_muse_cn_suno_cn_005351_0,muse_cn_suno_cn_005351_0,1,YuE2,development,muse:suno_cn_005351,5308736,48000,6c796ac32ec45e3e90f704007d743ad6d54919568c056c3b431c402cddbcb9b8,a29d1370258443cf0dc95d96532192f1a22c966ac633090cd9cd3422fed5ec5c,1,1,1214368,2880000,4ffdc90870aed1a2343537addd8fd0474dd3c6af88de885fcec63eeb1bdafb62
ai_yue2_muse_cn_suno_cn_005457_1,muse_cn_suno_cn_005457_1,1,YuE2,locked_test,muse:suno_cn_005457,3043136,48000,aad9164276f97408220cfdaa4869c0bab9f902aaa9416b03e4e87f8b34821c9f,b92dd458ac51f3a3b0f389e2c4e1d0f0e7aba820f60486556f9bf60a073b81e9,1,1,81568,2880000,7d59d6e7d0ca8e2932b338892fd3dd377667453b73dff9ca0e063ed3f76d54b1
ai_yue2_muse_cn_suno_cn_005459_0,muse_cn_suno_cn_005459_0,1,YuE2,development,muse:suno_cn_005459,2158016,48000,81ef76ec4f5e1db7a34f610efd62b81b86ae3e00c1fb14bc8ec777fad5e8a73e,e5da19172f0e9db2e6d189ba170dc3bb679b2bc6299d10efe6d47f586ca03957,1,0,,,
ai_yue2_muse_cn_suno_cn_005537_1,muse_cn_suno_cn_005537_1,1,YuE2,development,muse:suno_cn_005537,2472896,48000,301881f7b8fad9d546523aada3e4950e56462fd42b8c02e3326280751782d7be,b0bd8147c5ed2d1ae82b42b02dbbf1ca06b06b37c6721aa211b48fe92b0d0fa0,1,0,,,
ai_yue2_muse_cn_suno_cn_005597_1,muse_cn_suno_cn_005597_1,1,YuE2,development,muse:suno_cn_005597,2048576,48000,7bd18a1916f908e5e2dfd79776d3c1023e3ac95d9b4d0377abda2ebf36ee0a20,329d66e12c3b6999df80e5a5553e7d012e2716fdb944c524bebb96dc6131ee5b,1,0,,,
ai_yue2_muse_cn_suno_cn_005832_0,muse_cn_suno_cn_005832_0,1,YuE2,development,muse:suno_cn_005832,2876096,48000,1fe6a9047a3150ebf488400b7682f6fb02e115523aff4300404d9f6712f4ecf0,53d586a5f0f4157c6dcf5b8f24921d8f0655939512f8ca850f96288f5a1e2669,1,0,,,
ai_yue2_muse_cn_suno_cn_005841_1,muse_cn_suno_cn_005841_1,1,YuE2,development,muse:suno_cn_005841,1812416,48000,3d31ab9241e95378f195a1d2d3046924aa299628296893d3446fe3e7d4bd4d90,42108d41eabb9cb317fde30319e02e387fd27ad0ce2df4fc010e3d9d4b01ddb2,1,0,,,
ai_yue2_muse_cn_suno_cn_005844_0,muse_cn_suno_cn_005844_0,1,YuE2,development,muse:suno_cn_005844,3596096,48000,40467a1dc4c1d0139b69901a206d2efa211b6c2eb23842bec85732c374e2b4bb,5131d07e4bc22665c019b183d027f11c026e64a6bc4c041e42d69796867744f8,1,1,358048,2880000,46f42d38325882bf36ae5720e9fba89a28a7522b408a0cd18c0a8457c73608c2
ai_yue2_muse_cn_suno_cn_005879_0,muse_cn_suno_cn_005879_0,1,YuE2,development,muse:suno_cn_005879,2342336,48000,cf20a9e2e4365920e095b7051b9a8c59d822bfd0401ee6160701d2e94a24eebb,67989fedb064724828c08202fa3bf196e1fa754bd72f06851201dd2211b1a002,1,0,,,
ai_yue2_muse_cn_suno_cn_005897_1,muse_cn_suno_cn_005897_1,1,YuE2,locked_test,muse:suno_cn_005897,3350336,48000,903f570d062f1c84ca19174f8c48cbf2eb6c8b983a1d844d9334a510e51a933e,894acad12b4917abf1f0be6c173c7d97b8fc2ca2dd299dc46615750529c1e978,1,1,235168,2880000,e80522c332758829396fde8822cb206a61ec9d72ee24826f55549625ed82e258
ai_yue2_muse_cn_suno_cn_006023_1,muse_cn_suno_cn_006023_1,1,YuE2,development,muse:suno_cn_006023,2638016,48000,8b0943e8bca3c921d82f6b3a8bb8aab15476cfed94d3d486e976a2c52fa8854d,150f8275a912a44ea2dce7ab4a01b9a11383f91f47623cff2f9561bb8420899b,1,0,,,
ai_yue2_muse_cn_suno_cn_006047_0,muse_cn_suno_cn_006047_0,1,YuE2,development,muse:suno_cn_006047,3726656,48000,f548ec09b409858ff79cceece90721dc91b43907faa8260207e0dbdbe12235fd,7a9913aca952b348f71ea7efff9182b814ea687ad50b7632d9ad5f8b46a2bf51,1,1,423328,2880000,2f812480d989b80c534e50085ef3f1248f2c0425b35787e01fa4f85534f052f6
ai_yue2_muse_cn_suno_cn_006115_0,muse_cn_suno_cn_006115_0,1,YuE2,development,muse:suno_cn_006115,2019776,48000,722835003f663e130cefd32801736410a12ec5fbd15a40d5fc6be26d33d8f6c8,32fab9c2fb19fe5d8cc2f7be628d3728b8687b5c227e8ea276b3542109756da9,1,0,,,
ai_yue2_muse_cn_suno_cn_006140_0,muse_cn_suno_cn_006140_0,1,YuE2,development,muse:suno_cn_006140,3358016,48000,6c67d564cbf2ff44925efa47026e32c304362e165ad3731f44525f39d96024b3,4456d078b61a42c638c38f517457a0ef1f7bd4c86b3443d4ebb5b2e774a7589c,1,1,239008,2880000,1cf60f329830c05e4f3d29621293ca269c9e5c5dbf95b1e16f63d0576a0ba84d
ai_yue2_muse_cn_suno_cn_006142_0,muse_cn_suno_cn_006142_0,1,YuE2,development,muse:suno_cn_006142,4076096,48000,cf2ffaf13f5ed6f7e3e34a45a7660c6a083ef3d65591efac73317e7bfaa3c810,bb745f9d1991960d93669a4512df6a6c532b0448e75bdb4c3c93fff82bc6723d,1,1,598048,2880000,cd27dafbe11fdfd132aad9445ac0f63e74ce7580bfaaa0f54f328344e1b25934
