experiment_id,mirror_id,source_id_recorded_as_medleydb_id,seen_in_official_htdemucs4
human_moisesdb_160c34d9-66fb-43b5-b18d-aded6d7d4be5,160c34d9-66fb-43b5-b18d-aded6d7d4be5,c70471f9-9c4a-41c9-b8f8-20ac38847a8e,1
human_moisesdb_1624ed65-a763-42a4-9a52-bdb297ecab34,1624ed65-a763-42a4-9a52-bdb297ecab34,260c431b-72d4-4ac6-bae5-ee49ce5c0fe4,1
human_moisesdb_1660c699-cf5a-4fbb-b5f9-efb471ef2620,1660c699-cf5a-4fbb-b5f9-efb471ef2620,3c557409-3a34-43c2-9159-5421bbad5ecb,1
human_moisesdb_178eb5db-c0a6-4682-be14-7b404fa376bf,178eb5db-c0a6-4682-be14-7b404fa376bf,6ceda40a-88bc-4e98-87c3-dd5c91725d41,1
human_moisesdb_188c0680-f1ef-4d57-91f3-5b5b1f047a41,188c0680-f1ef-4d57-91f3-5b5b1f047a41,88b545e5-4d06-4d55-a306-1bd3a2915ee5,1
human_moisesdb_19710ec3-197b-4ac2-8e6d-3b25cad3d72d,19710ec3-197b-4ac2-8e6d-3b25cad3d72d,f97e0ccd-e2a1-4da9-b8b8-c58e11adc4d9,1
human_moisesdb_198a4178-9857-4264-a74e-679582b85a38,198a4178-9857-4264-a74e-679582b85a38,9ce23a79-20eb-431a-80d2-eda3260ef503,1
human_moisesdb_1a43bd92-e9df-46e6-b696-ff8ea2181025,1a43bd92-e9df-46e6-b696-ff8ea2181025,46bc5393-7753-44ae-913b-bd5fa8f33e98,0
human_moisesdb_1b3e7df0-2a6e-42b6-88f5-9236c235d073,1b3e7df0-2a6e-42b6-88f5-9236c235d073,0e0d57cd-8662-4091-86d4-ed3e35d04ef6,1
human_moisesdb_1dc7895c-87e0-45bd-a301-c730bd734034,1dc7895c-87e0-45bd-a301-c730bd734034,c8f42ad5-5a2f-4398-b9d9-207fd4fcc551,1
human_moisesdb_1e47a85e-2983-4570-848b-9840c9928bf9,1e47a85e-2983-4570-848b-9840c9928bf9,ed7576a1-2fed-4736-8368-74ac347a0718,1
human_moisesdb_1ec4c706-5839-45a5-ae4b-af3049cf2d2b,1ec4c706-5839-45a5-ae4b-af3049cf2d2b,ad6c3742-e517-42eb-9dec-e74ed05387cc,1
human_moisesdb_1f79da81-65ad-408a-adb2-da28b5a3a252,1f79da81-65ad-408a-adb2-da28b5a3a252,014f3712-293b-42af-9f29-0ed1785be792,1
human_moisesdb_1ff87223-c759-4d06-a803-d7651c9ca5bb,1ff87223-c759-4d06-a803-d7651c9ca5bb,f40ffd10-4e8b-41e6-bd8a-971929ca9138,1
human_moisesdb_223bed44-9f75-4cb0-9799-7f87c3f23a68,223bed44-9f75-4cb0-9799-7f87c3f23a68,07c17c22-a321-4a98-a486-ef7ee1bae50e,1
human_moisesdb_2331166d-00a5-49d1-afc5-cca01d02406d,2331166d-00a5-49d1-afc5-cca01d02406d,125fc63d-9b69-4170-a46a-42c91bc28446,1
human_moisesdb_23cf3c97-1083-493f-b61c-a8af5f3ce84c,23cf3c97-1083-493f-b61c-a8af5f3ce84c,6c70d5e0-5972-444a-86f8-a558dbb92d92,1
human_moisesdb_2552d8c9-d45d-4779-8add-451c8cf7f2c0,2552d8c9-d45d-4779-8add-451c8cf7f2c0,e9336d31-c0df-4c91-be2b-7c4420c9cd34,1
human_moisesdb_257f0b3c-4113-4a16-92da-65c4a80b7cac,257f0b3c-4113-4a16-92da-65c4a80b7cac,4a896cde-57c6-4646-b610-1b0b654d0349,1
human_moisesdb_25c909a8-5346-4ac4-872c-5be5c75b8903,25c909a8-5346-4ac4-872c-5be5c75b8903,ea898682-08e7-4818-b516-8c0e10a4c20a,1
human_moisesdb_26a7a156-9ffa-4ea9-b46b-638d38431076,26a7a156-9ffa-4ea9-b46b-638d38431076,16fb6c39-3834-4cfc-abf4-abb4a8d4646c,1
human_moisesdb_26e06c55-cf63-48c1-b7d7-b94f60876ee3,26e06c55-cf63-48c1-b7d7-b94f60876ee3,a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,1
human_moisesdb_2976322f-2d02-474f-88d8-4e6a0654dc9c,2976322f-2d02-474f-88d8-4e6a0654dc9c,2d39a32d-5993-4f66-89ff-bf9dabb8e45b,1
human_moisesdb_2e1285f3-3d9f-4ec0-9930-cfa8db48200f,2e1285f3-3d9f-4ec0-9930-cfa8db48200f,bb6d72a2-63ba-405e-a2c1-c7442b4190bb,1
human_moisesdb_2f7d856b-1077-4b67-82d7-56fe28fe2cf0,2f7d856b-1077-4b67-82d7-56fe28fe2cf0,3a047d1a-f56d-4bf4-9910-f4f77206e53d,1
human_moisesdb_30084401-8bb1-473d-acd7-0de075e497b9,30084401-8bb1-473d-acd7-0de075e497b9,793b98a0-c776-4943-87eb-b7e07e50f531,1
human_moisesdb_301e23d0-4e57-4c7d-a4d2-6474d53fabe9,301e23d0-4e57-4c7d-a4d2-6474d53fabe9,5f04798d-c7be-4b8a-90bd-1fcd9946e875,1
human_moisesdb_335029ea-35a0-4a3a-a80f-de45f1dcb9d4,335029ea-35a0-4a3a-a80f-de45f1dcb9d4,9c8a5c66-f6d8-4425-8671-6b7aa6a2663b,1
human_moisesdb_33bb702a-f064-4cc0-b25e-3c1ceb1752b0,33bb702a-f064-4cc0-b25e-3c1ceb1752b0,f4b735de-14b1-4091-a9ba-c8b30c0740a7,1
human_moisesdb_353867f2-3ae6-460b-b3a0-037e6a0b34a6,353867f2-3ae6-460b-b3a0-037e6a0b34a6,d4df499c-e394-4753-b459-e167e6a58bad,1
human_moisesdb_36341fd2-a99e-4311-ae3b-fb3d6b201814,36341fd2-a99e-4311-ae3b-fb3d6b201814,8ce11544-9a6f-4f1e-ac2f-fc10343f15c8,1
human_moisesdb_3779da04-c0ac-43c2-982a-9cfea5412509,3779da04-c0ac-43c2-982a-9cfea5412509,dbb07bdc-2706-4e67-8b59-43f98cf1608a,1
human_moisesdb_3c0b5a76-ce96-489b-8c09-6d69b28930b0,3c0b5a76-ce96-489b-8c09-6d69b28930b0,3a6023c3-4cd8-46c0-a376-d353743648a9,1
human_moisesdb_3dc82086-e99d-4ceb-b3f7-3c075adf1739,3dc82086-e99d-4ceb-b3f7-3c075adf1739,765d5131-afd9-4ad7-8786-8bef5705c1c2,1
human_moisesdb_3f10005d-d339-47ce-aed7-da12ef756aa4,3f10005d-d339-47ce-aed7-da12ef756aa4,3c3b5fdb-f15e-4ba4-884a-b083ce2426c6,1
human_moisesdb_3fa79c72-190a-4978-b3ca-16c1dd9c08b8,3fa79c72-190a-4978-b3ca-16c1dd9c08b8,3e7985e5-408f-4cf8-92b9-b9f62f738dd3,1
human_moisesdb_40a5cc0a-18ad-425d-9c5b-1c4a6d97a296,40a5cc0a-18ad-425d-9c5b-1c4a6d97a296,04798708-6915-4dbc-842e-d394d545d4eb,1
human_moisesdb_4171b793-1c2a-412a-94c9-c521336b81dd,4171b793-1c2a-412a-94c9-c521336b81dd,04204031-4f98-44ba-9c47-98c2f2e6b8fc,1
human_moisesdb_425d1532-8f32-4246-a2d3-d9eac74918ec,425d1532-8f32-4246-a2d3-d9eac74918ec,8e2d0c5c-6764-4d74-a740-391d7931ffd7,1
human_moisesdb_42aa265c-d51c-45ea-b8d9-5bc59600699e,42aa265c-d51c-45ea-b8d9-5bc59600699e,8042b88a-6179-406b-9ec4-b45a4cdd4a71,1
human_moisesdb_42b4b059-33eb-48f9-8d69-efd1578c6998,42b4b059-33eb-48f9-8d69-efd1578c6998,94fafb2a-9f4e-4a01-bee9-998008f95f41,1
human_moisesdb_438b4e4b-01d4-4022-8131-4771dd10ac68,438b4e4b-01d4-4022-8131-4771dd10ac68,322f4d9d-b0c9-4ab3-9e30-544a25331ffd,1
human_moisesdb_43dd139a-9cd6-4c61-b4e9-9487f4138925,43dd139a-9cd6-4c61-b4e9-9487f4138925,7524054e-dc67-47e0-8c26-ea1d4d70d2fb,1
human_moisesdb_47453192-1d6f-436e-b3a4-92280b769221,47453192-1d6f-436e-b3a4-92280b769221,a1dcaeb2-f4e6-4818-b490-09f44d624afc,1
human_moisesdb_4829ee1f-1e5d-403d-b289-cebfbdd85bc1,4829ee1f-1e5d-403d-b289-cebfbdd85bc1,d028d7c2-45c1-4846-b7df-4964238fd460,1
human_moisesdb_4a1502f8-9b38-4ba9-a3bf-0cee1b30d115,4a1502f8-9b38-4ba9-a3bf-0cee1b30d115,9ac2612b-e25f-4d27-8d43-b957e7e5a74b,1
human_moisesdb_4b738760-38ec-482e-a733-880605bed66b,4b738760-38ec-482e-a733-880605bed66b,8a307c5d-9d65-4f1c-a024-5eaeff1faa34,1
human_moisesdb_4c1eb8dc-e464-41cb-9bc8-0d4b72b58e10,4c1eb8dc-e464-41cb-9bc8-0d4b72b58e10,4b9f86f4-23e4-458b-839e-8a63b584bea3,1
human_moisesdb_538fa384-63e0-40e6-9920-a0456988fe55,538fa384-63e0-40e6-9920-a0456988fe55,fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc,1
human_moisesdb_549277f8-d550-4c7a-a02e-b6df05f463bb,549277f8-d550-4c7a-a02e-b6df05f463bb,07fb2df2-91d6-458d-9230-9638b4edac08,1
human_moisesdb_57323a9f-f67e-43f2-96d6-48bad7b81a5e,57323a9f-f67e-43f2-96d6-48bad7b81a5e,491c1ff5-1e7b-4046-8029-a82d4a8aefb4,1
human_moisesdb_573706eb-fcd9-4794-b90e-6eb38622903f,573706eb-fcd9-4794-b90e-6eb38622903f,ca080447-fe99-4f6d-98c9-c69b68dacba3,1
human_moisesdb_59675e1f-d5ae-4a35-adcb-6c19afe51aa2,59675e1f-d5ae-4a35-adcb-6c19afe51aa2,0d528a19-cb0f-4421-b250-444f9343e51c,1
human_moisesdb_5af89a81-2f91-49f7-a949-ed6dcea602a2,5af89a81-2f91-49f7-a949-ed6dcea602a2,e37cdb09-e648-4e9b-bc06-d178a964161c,1
human_moisesdb_5b8462d0-3e15-474e-b0fd-37d48953d2c9,5b8462d0-3e15-474e-b0fd-37d48953d2c9,fe3ae408-d35f-4c17-aa33-402238725a9d,1
human_moisesdb_5deb3e04-d13d-4a0d-b407-515f934e551c,5deb3e04-d13d-4a0d-b407-515f934e551c,97b07e0e-274e-4212-a66b-44210a48724d,1
human_moisesdb_5f971d9a-9031-4e56-8b4d-9c93ce375044,5f971d9a-9031-4e56-8b4d-9c93ce375044,606e3380-b062-4b74-88ac-b60d6f4d0a37,1
human_moisesdb_620881ca-7e72-4377-af0b-241a5b46bf5c,620881ca-7e72-4377-af0b-241a5b46bf5c,3f5233cb-57fa-4772-b389-f295a6f416ae,1
human_moisesdb_626717ef-236f-462f-bb02-6fa37704ff31,626717ef-236f-462f-bb02-6fa37704ff31,1ade22ad-99bc-4954-b2b9-fb9e8fa06d41,1
human_moisesdb_627d0f38-c764-4436-91a6-bcb8431d3989,627d0f38-c764-4436-91a6-bcb8431d3989,9efa702f-c6b1-40bb-93ef-095b34a5b775,1
human_moisesdb_63782a17-6aac-4361-9878-87e11b1f1a41,63782a17-6aac-4361-9878-87e11b1f1a41,1fc37390-1769-452d-9bea-19025be4c467,1
human_moisesdb_63e31819-4209-4a80-b86f-573ef67e7ab8,63e31819-4209-4a80-b86f-573ef67e7ab8,58fa04aa-426f-4e16-a112-29eb6e2f2d3e,1
human_moisesdb_65ed4d66-79b6-4a79-8ae6-1061a9d86f47,65ed4d66-79b6-4a79-8ae6-1061a9d86f47,8a6c9c1f-4865-404f-a805-1949de36a33c,1
human_moisesdb_66a041bd-34cd-4e65-943b-f3d4cb174355,66a041bd-34cd-4e65-943b-f3d4cb174355,2a3fd99d-c86f-4275-9321-ad7146364503,1
human_moisesdb_69b77753-8127-4e09-a1e3-a95116c09e1c,69b77753-8127-4e09-a1e3-a95116c09e1c,4857878a-e44b-4143-90e9-b65d0b704306,1
human_moisesdb_6a61244d-6109-4f61-b51f-b46663855bfc,6a61244d-6109-4f61-b51f-b46663855bfc,e2ccbc17-44bf-431a-af2b-4cf2fbd19a72,1
human_moisesdb_6bbefc2f-9f18-46ca-b0de-9dc98d806a9b,6bbefc2f-9f18-46ca-b0de-9dc98d806a9b,c228818e-eabe-434b-9d60-2fb84a6c5b2a,1
human_moisesdb_6ed5fb50-c9fc-4108-b6f5-c4e7b8c88bd0,6ed5fb50-c9fc-4108-b6f5-c4e7b8c88bd0,78ef22ce-472f-4f82-8656-16df73b9465f,1
human_moisesdb_73880852-b60c-4c47-ae72-e3d40c3660c0,73880852-b60c-4c47-ae72-e3d40c3660c0,bdd109ec-d5dd-4d91-92ad-66b679518026,1
human_moisesdb_73c5cce6-83b0-4c8a-bff9-26c3388f0048,73c5cce6-83b0-4c8a-bff9-26c3388f0048,d2401d3d-967c-46be-b9a0-3da571105158,1
human_moisesdb_746c5ae1-71b8-4f07-9595-503f57b99a94,746c5ae1-71b8-4f07-9595-503f57b99a94,6ce087b4-e571-4472-9be2-04b5340311c6,1
human_moisesdb_74e96d75-cfa1-4a62-8bc8-a35317eb1840,74e96d75-cfa1-4a62-8bc8-a35317eb1840,3e389000-8fdc-4b63-b8b8-ab044273790d,1
human_moisesdb_75733518-dbf4-4c25-8f16-f9e48afae2b6,75733518-dbf4-4c25-8f16-f9e48afae2b6,b876b54b-6007-4d36-a6f4-efed8829d5fc,1
human_moisesdb_761c542a-d8c5-4cb5-bc7e-dd7a26e77661,761c542a-d8c5-4cb5-bc7e-dd7a26e77661,d624037a-1a76-4dd9-9e60-4ba380748a0b,1
human_moisesdb_762218d9-e4ce-4067-a9c1-1976f7b3d69d,762218d9-e4ce-4067-a9c1-1976f7b3d69d,afca84b2-0277-4b1b-8696-5f14543f338c,1
human_moisesdb_76664e23-cfa9-4708-a9b6-3d2474026805,76664e23-cfa9-4708-a9b6-3d2474026805,7180bffa-dd48-49b9-bc02-f6e3f7f165b0,1
human_moisesdb_76dd8ca2-272f-4978-80e8-cc047f91e658,76dd8ca2-272f-4978-80e8-cc047f91e658,04f22a24-b328-47aa-8251-ce3ae8a64c07,1
human_moisesdb_7771fc33-57b4-4431-8be6-891c277b38aa,7771fc33-57b4-4431-8be6-891c277b38aa,f9e58f4d-e361-4598-9c9a-d0a83529cc68,1
human_moisesdb_780a2bb2-0666-4f2a-bfc3-f9a89260c9fd,780a2bb2-0666-4f2a-bfc3-f9a89260c9fd,0a589d65-50a3-4999-8f16-b5b6199bceee,1
human_moisesdb_783d670f-920f-4ef8-b080-7b6a9663d986,783d670f-920f-4ef8-b080-7b6a9663d986,69dff382-cfcb-457c-98e5-978450e1b76a,1
human_moisesdb_783f331b-5844-4ed3-8904-7fa25e94f182,783f331b-5844-4ed3-8904-7fa25e94f182,d45bb3a6-eb80-44b3-b2ef-56cc9d5b4914,1
human_moisesdb_7a5a08f6-428d-4e61-af9e-647f98f96bc9,7a5a08f6-428d-4e61-af9e-647f98f96bc9,95378cf3-e939-42e0-b486-ebf2ca951664,1
human_moisesdb_7c066c0d-33b3-4f99-b0ad-f34941c87472,7c066c0d-33b3-4f99-b0ad-f34941c87472,13f233aa-a2e5-4683-8533-2f1e344b55b4,1
human_moisesdb_7c45cf52-5862-4dac-960b-974eb36fa272,7c45cf52-5862-4dac-960b-974eb36fa272,33b1d4e9-96d7-4b18-9ffc-199c579aad78,1
human_moisesdb_7ed277f7-ac31-470c-b01d-9f106413f643,7ed277f7-ac31-470c-b01d-9f106413f643,25789239-1075-43b9-bfc9-51dff4a29590,1
human_moisesdb_7ee6db35-f312-4828-90d3-16650b79a342,7ee6db35-f312-4828-90d3-16650b79a342,3e41f238-7c48-4a42-ba70-5ee39824a844,1
human_moisesdb_810102cc-63c6-4d39-9194-f49a0cb3e740,810102cc-63c6-4d39-9194-f49a0cb3e740,fc3c9e48-e2ac-4088-af65-68404baa7f12,1
human_moisesdb_8244f8d9-9980-4829-a5e2-0548e3cc8c6f,8244f8d9-9980-4829-a5e2-0548e3cc8c6f,adb5e3fd-d039-42e4-b09b-fd0784fa0c82,1
human_moisesdb_830ce3b9-c862-4602-8f1d-a9553de1eff2,830ce3b9-c862-4602-8f1d-a9553de1eff2,87a5da23-f17b-44da-accf-c04832f81a14,1
human_moisesdb_87b1a65a-875d-4cc6-89c8-dfce8ecc88b1,87b1a65a-875d-4cc6-89c8-dfce8ecc88b1,747d5c98-665b-4470-a696-7a6cf6968ef1,1
human_moisesdb_88320c35-adac-4d7c-9157-1a6e97c24235,88320c35-adac-4d7c-9157-1a6e97c24235,43ca388d-3e62-4df2-b72d-abf407a7aa5a,1
human_moisesdb_8833ada4-318f-4408-a65b-823ad31972c5,8833ada4-318f-4408-a65b-823ad31972c5,bbf40b5a-8ef9-4aec-a6c3-8b8706eb2ba0,1
human_moisesdb_897ed6f4-c981-4fa7-8e8c-a7bacb4bd3e8,897ed6f4-c981-4fa7-8e8c-a7bacb4bd3e8,1f98fe4d-26c7-460f-9f68-33964bc4d8d3,1
human_moisesdb_8a856b82-d7b3-4383-90cf-ef9d92758ce6,8a856b82-d7b3-4383-90cf-ef9d92758ce6,21ce1331-6066-4ff4-9a54-f6f62bb5fb0d,1
human_moisesdb_8b0219e2-ab69-4548-aa66-93931b4e3e66,8b0219e2-ab69-4548-aa66-93931b4e3e66,30cfc60a-5a57-4000-a05e-65006c8f6f74,1
human_moisesdb_8bf17955-73fd-4f73-8df0-2ffd12ea9c81,8bf17955-73fd-4f73-8df0-2ffd12ea9c81,05b0ab77-2495-438d-8831-e3d81f96c16d,1
human_moisesdb_8c0a1df2-f8a2-44b0-b916-0fd69323b830,8c0a1df2-f8a2-44b0-b916-0fd69323b830,737356b2-ce9c-448b-877b-e42b3ed94563,1
human_moisesdb_8cc61b3d-02a0-4e09-a566-2e893cfeabfc,8cc61b3d-02a0-4e09-a566-2e893cfeabfc,9f581867-9f63-4ec4-8a43-e62c3c4230a6,1
human_moisesdb_8ecaefa6-a1f2-45d5-b926-e291befbcc30,8ecaefa6-a1f2-45d5-b926-e291befbcc30,174a115f-3688-45dc-8c39-9d05f21758e1,1
human_moisesdb_907c2fcf-dbd9-4162-a22e-ab9a7d15f520,907c2fcf-dbd9-4162-a22e-ab9a7d15f520,2c020edb-5947-4fa7-afea-ebc592cea683,1
human_moisesdb_90a3c5f6-d798-4f89-a4bc-b9016a56252c,90a3c5f6-d798-4f89-a4bc-b9016a56252c,0f5fb60c-51d4-4618-871d-650c9e927b79,1
human_moisesdb_91961d17-ac1f-46b9-b35a-ceeae8380554,91961d17-ac1f-46b9-b35a-ceeae8380554,49478a32-483f-48d2-a594-d272b44bf587,1
human_moisesdb_93ba1916-d2d5-4e66-bdc3-673346e89d91,93ba1916-d2d5-4e66-bdc3-673346e89d91,7efcb55d-c0db-472f-b765-1739ad7536aa,1
human_moisesdb_97062af1-df66-457c-b029-8872f5b544f2,97062af1-df66-457c-b029-8872f5b544f2,2dc237cd-1637-46f0-8f58-ca68dc6f6031,1
human_moisesdb_98ad7b75-399e-4968-8474-c2207ab0482d,98ad7b75-399e-4968-8474-c2207ab0482d,dda2c057-6d73-43fa-a130-d7d6562c09ca,1
human_moisesdb_9afbc5ac-c550-4e50-9e04-76cc71fbd2bd,9afbc5ac-c550-4e50-9e04-76cc71fbd2bd,2e5d996d-43f3-4359-b7c5-afebe9997556,1
human_moisesdb_9b489e2e-5c89-4fc4-bdf5-c166740a14b0,9b489e2e-5c89-4fc4-bdf5-c166740a14b0,25516a0f-3197-47e4-8fbf-de9500fc68d2,1
human_moisesdb_9b9e16f0-8a88-4162-9311-0036828a0ff8,9b9e16f0-8a88-4162-9311-0036828a0ff8,89f2c781-5c67-4508-a2d6-236744b8c197,1
human_moisesdb_9c3d8b8e-14b4-41b6-9dac-e3e375810bed,9c3d8b8e-14b4-41b6-9dac-e3e375810bed,06bfc6e7-e5ac-4827-bf8e-ffaf1675872f,1
human_moisesdb_9f7d881b-e36d-47ae-ac10-0966e8edbb14,9f7d881b-e36d-47ae-ac10-0966e8edbb14,6cd44645-ed19-4ecc-a57c-58d400005b29,1
human_moisesdb_a0da0fb0-c74e-4c6d-a5e4-d36693e7fa2e,a0da0fb0-c74e-4c6d-a5e4-d36693e7fa2e,cc3e4991-6cce-40fe-a917-81a4fbb92ea6,1
human_moisesdb_a1d09860-6966-4c5f-9811-ad24acf6dbbf,a1d09860-6966-4c5f-9811-ad24acf6dbbf,d7d28204-a8ac-4c2b-bb3c-c941f4a00b85,1
human_moisesdb_a2a55d67-7bb1-4e20-a552-59da32586ae3,a2a55d67-7bb1-4e20-a552-59da32586ae3,1e957e76-d7a2-4b84-bc4a-afa87979ff57,1
human_moisesdb_a38bcc83-084a-4cb7-aed2-0467148b25c6,a38bcc83-084a-4cb7-aed2-0467148b25c6,6e50565e-8179-4913-af54-a2a7f0dcab2f,1
human_moisesdb_a41c1e12-9d01-4cf1-b1f1-c30139875044,a41c1e12-9d01-4cf1-b1f1-c30139875044,f4d79498-4ba0-4813-9b9e-986374242573,1
human_moisesdb_a57bb1ed-51a1-445d-8c99-3b789ccdf06c,a57bb1ed-51a1-445d-8c99-3b789ccdf06c,d4fe2408-c123-4739-93bb-22f558ae99d7,1
human_moisesdb_a7b63f1e-4b15-4bc8-b208-1c4dcf6b6669,a7b63f1e-4b15-4bc8-b208-1c4dcf6b6669,7bfa233c-24ed-4c7a-9096-11e3aa00c55d,1
human_moisesdb_a85229ae-5e8f-4b88-98b2-398f3d984890,a85229ae-5e8f-4b88-98b2-398f3d984890,d890ff35-300d-49f2-8054-49ab47262987,1
human_moisesdb_a853da2a-f788-4e75-b637-e41c2aec37a5,a853da2a-f788-4e75-b637-e41c2aec37a5,390b4fea-92be-4fe3-9576-86529f80b4ae,1
human_moisesdb_a859eaf9-d457-4756-921e-efeea3f156cf,a859eaf9-d457-4756-921e-efeea3f156cf,e62afdcd-0c96-4bee-80c7-1c17b897a6d7,1
human_moisesdb_a9440be2-5205-4724-b395-df89d1921715,a9440be2-5205-4724-b395-df89d1921715,e3ab3975-033b-40e2-b538-09396b3d4244,1
human_moisesdb_a95fc0fe-306f-4d5f-b6c4-38ffcb1353e8,a95fc0fe-306f-4d5f-b6c4-38ffcb1353e8,58efddfb-04b3-4951-858e-e7dbcfccfc21,1
human_moisesdb_a98caa0d-4f70-40aa-89b0-5fc6f2116259,a98caa0d-4f70-40aa-89b0-5fc6f2116259,9eb8bc50-cffb-4c19-be0e-d27423e3e102,1
human_moisesdb_aae42673-c400-40cf-a342-2058dba4e8d5,aae42673-c400-40cf-a342-2058dba4e8d5,0358fd1e-244a-4422-9a42-29b5d68f6e4b,0
human_moisesdb_ab390c58-8d7b-48dc-8c56-a89344f1993b,ab390c58-8d7b-48dc-8c56-a89344f1993b,1a32e987-cae8-458f-9c26-d9a6abf5348d,1
human_moisesdb_ab86c505-9ac8-4057-a75a-de69ba254709,ab86c505-9ac8-4057-a75a-de69ba254709,28748b6e-6125-42f7-998d-2ad734e39b6c,1
human_moisesdb_ab9e54e9-7b64-457e-a17d-87175b203031,ab9e54e9-7b64-457e-a17d-87175b203031,028c6f6a-f4f6-4795-84f2-a81222b38e7e,1
human_moisesdb_adc42fac-35e1-4c61-b496-3d089372ff60,adc42fac-35e1-4c61-b496-3d089372ff60,3e656eec-84d4-4a45-b410-d3817d849f92,1
human_moisesdb_aecbf681-2667-4dca-b1c6-56ec381cfbf7,aecbf681-2667-4dca-b1c6-56ec381cfbf7,664cc931-4e00-441e-9a78-e7a292515cea,1
human_moisesdb_afa2103b-a84b-4bfd-a5b2-063df453ffe1,afa2103b-a84b-4bfd-a5b2-063df453ffe1,bd065894-3521-415f-b39f-5a6980f024fb,1
human_moisesdb_afbc20f5-95b1-4710-977c-6cfebe05381d,afbc20f5-95b1-4710-977c-6cfebe05381d,92ba4404-76ff-4523-a787-652057e06c13,1
human_moisesdb_b2b799b0-507f-484a-852e-b88458a767e0,b2b799b0-507f-484a-852e-b88458a767e0,763641c7-488f-4959-a554-fdbce9582644,1
human_moisesdb_b342eaa2-d909-4506-ae4a-c834cdf3d4ea,b342eaa2-d909-4506-ae4a-c834cdf3d4ea,53808b95-cfe9-461d-a113-ffadf32817a1,1
human_moisesdb_b3689d3d-ff33-4145-81d6-0811c811648b,b3689d3d-ff33-4145-81d6-0811c811648b,046ab651-a333-46e1-9d27-ab14ee036c42,1
human_moisesdb_b431c56f-eee7-404c-b34f-91232f3ad4b4,b431c56f-eee7-404c-b34f-91232f3ad4b4,f0101ed8-7c32-4744-8b2a-1b621cb4833b,1
