id,label,source_group,role,original_role,group_id,condition_id,native_sample_rate_hz,native_duration_s,raw_sha256,provenance_status,acquisition,duration_sec,duration_view,crop_start_s,audio_offset_s,requires_crop,eligible_common8,eligible_fullband,generator_family,evaluation_allowed
ai_acestep_muse_cn_suno_cn_004806_1,1,ACE-Step,development,development,muse:suno_cn_004806,muse:suno_cn_004806,48000,30.0,537286b54db7df65ed020b347b4641efaf7fd1034b0ee4cdd7a9f945753bb770,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004936_1,1,ACE-Step,development,development,muse:suno_cn_004936,muse:suno_cn_004936,48000,30.0,1ef41c246d9ec79b173d756c0ba48ef8e3ae383596687b5df53a7afeea7b6e96,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005005_1,1,ACE-Step,development,development,muse:suno_cn_005005,muse:suno_cn_005005,48000,30.0,2aa81a9ef4387da0263c38590ac1eb3ed2c6d6ec3d217c5734f11e8c4116d28b,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005164_1,1,ACE-Step,development,development,muse:suno_cn_005164,muse:suno_cn_005164,48000,30.0,20800ab9056fae5f9085cacb1da714de55a697eda41cfeace061d786ceb62221,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005322_1,1,ACE-Step,development,development,muse:suno_cn_005322,muse:suno_cn_005322,48000,30.0,3c99a5588cae0e47c81431bcb4df54e84f82a5692d19d8df9eaf4ef5b1d8acd5,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005324_0,1,ACE-Step,development,development,muse:suno_cn_005324,muse:suno_cn_005324,48000,30.0,b922e5c2fe7ee773c23de040ac8c7df558365769826fa463d7f6d6b74d07a1e3,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005351_0,1,ACE-Step,development,development,muse:suno_cn_005351,muse:suno_cn_005351,48000,30.0,b69e84cdf8e9defe0e12271cdad2d7199e9e1f4fc780667711628d0b57447e57,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005457_1,1,ACE-Step,locked,locked_test,muse:suno_cn_005457,muse:suno_cn_005457,48000,30.0,97ec812752b09133e7b6c09491e5de54e6c79768d08a1e14b4776286b3058f7e,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005459_0,1,ACE-Step,development,development,muse:suno_cn_005459,muse:suno_cn_005459,48000,30.0,c01cb073fac14ee3a9c4aade9d99d91d77eecc33e96c35f61efd1d9702f324c2,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005537_1,1,ACE-Step,development,development,muse:suno_cn_005537,muse:suno_cn_005537,48000,30.0,a085c8c554e569da2c26cada101033fefdedd85c28be63b0a5e36bc7ae8d2887,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005597_1,1,ACE-Step,development,development,muse:suno_cn_005597,muse:suno_cn_005597,48000,30.0,ea396e3107852d4e7e2b7251a460b1193c1e5e1ef67e37f534f6a04da1982ece,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005832_0,1,ACE-Step,development,development,muse:suno_cn_005832,muse:suno_cn_005832,48000,30.0,394cadf18191aaa910d05f64ba64f178c28dd753adb4ff9d43627ccd2165a41d,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005841_1,1,ACE-Step,development,development,muse:suno_cn_005841,muse:suno_cn_005841,48000,30.0,57ad1abc79a419f2b466510be622da4c06dbf5f3291c497aa341e675f3450444,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005844_0,1,ACE-Step,development,development,muse:suno_cn_005844,muse:suno_cn_005844,48000,30.0,f1bb959e55b03329f0db20a8e4e1a146fa2a94ee8d900a94efb9e454c4f050c1,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005879_0,1,ACE-Step,development,development,muse:suno_cn_005879,muse:suno_cn_005879,48000,30.0,4b28190ae6469535f7cc94fc71566de83acc5fd9b77b66ec61f71266dfdaf7f6,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005897_1,1,ACE-Step,locked,locked_test,muse:suno_cn_005897,muse:suno_cn_005897,48000,30.0,f0fcbca64a6901937eb58d6767c98eb29d9d3adeb70eaaaf12b10ace3f988d7a,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006023_1,1,ACE-Step,development,development,muse:suno_cn_006023,muse:suno_cn_006023,48000,30.0,f7ed4f321ed0bdc929122da35c5bf64f5654165d17522b3709b30e9741034407,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006047_0,1,ACE-Step,development,development,muse:suno_cn_006047,muse:suno_cn_006047,48000,30.0,133afaa958b14dac1615bfe0ecf3bd1770ad309be35efb86da779b1c905ecf96,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006115_0,1,ACE-Step,development,development,muse:suno_cn_006115,muse:suno_cn_006115,48000,30.0,9b5ac94c2bc9b49d01c18045fc58c5be95527d4c6e000fb729055f32a99d2498,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006140_0,1,ACE-Step,development,development,muse:suno_cn_006140,muse:suno_cn_006140,48000,30.0,6922d967204fd9b35339e1fa021f6d579217d175ae97f42bde9799a5b50f7008,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006142_0,1,ACE-Step,development,development,muse:suno_cn_006142,muse:suno_cn_006142,48000,30.0,512997ad1a7424a532107c20d703974f826b8b32ac888f6c0fcf4ad1be9295ef,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006204_1,1,ACE-Step,development,development,muse:suno_cn_006204,muse:suno_cn_006204,48000,30.0,a13d78c105dcc79d3bfafc027d3d349398aee921897ab3ecf11cb96fbbc18431,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006375_0,1,ACE-Step,development,development,muse:suno_cn_006375,muse:suno_cn_006375,48000,30.0,c961f8f5098b062f892c3a546a90e52abe6c8bdfd21433be5054090d0d980bb3,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006670_1,1,ACE-Step,development,development,muse:suno_cn_006670,muse:suno_cn_006670,48000,30.0,b6169662f4e6ce1eee524c58c473a76ff7b429ae9d3a334f4cfde1a4d72ade54,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006851_1,1,ACE-Step,development,development,muse:suno_cn_006851,muse:suno_cn_006851,48000,30.0,622c2e2a1cf858e310a6504a6f685e09724d00781589661385707e3547ef3771,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006985_0,1,ACE-Step,locked,locked_test,muse:suno_cn_006985,muse:suno_cn_006985,48000,30.0,a2568a1d9c60c7a46980ae843149c402e707944e821ee73cc2557eadbbb4f95c,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007242_0,1,ACE-Step,development,development,muse:suno_cn_007242,muse:suno_cn_007242,48000,30.0,35de556a3a0c091e7a5aa779d570dd316a146b7b700dc15cce6abc137294711e,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007250_1,1,ACE-Step,development,development,muse:suno_cn_007250,muse:suno_cn_007250,48000,30.0,959eaaf8d46f524c6f9a2e6d44a67570e1dd22665e96c53a1830902d7fe0cffe,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007265_1,1,ACE-Step,development,development,muse:suno_cn_007265,muse:suno_cn_007265,48000,30.0,cad8306577c788cffa491d421f0b53cfcef5974e7e4f2939628419a9363994d2,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007401_1,1,ACE-Step,development,development,muse:suno_cn_007401,muse:suno_cn_007401,48000,30.0,f1ac5458fc84cd5c943c0b62bdf2ea02225d2154a9522cabc2ab176044d4c6a4,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007503_0,1,ACE-Step,locked,locked_test,muse:suno_cn_007503,muse:suno_cn_007503,48000,30.0,234337929eb9ad5fe389eef1e02ce48f4d0e55934cc976797491f39b68fe6dc2,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007831_1,1,ACE-Step,locked,locked_test,muse:suno_cn_007831,muse:suno_cn_007831,48000,30.0,6df5c2f7acc7da40cc8acecf9f25a83c0b1f3bc833f13b1b5a50a5ae8d5ada7f,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007990_0,1,ACE-Step,development,development,muse:suno_cn_007990,muse:suno_cn_007990,48000,30.0,c55cecb403853ffdeb7bb4fa6258a57a8fe324a0bda8565fe55151cae419f85c,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008284_1,1,ACE-Step,locked,locked_test,muse:suno_cn_008284,muse:suno_cn_008284,48000,30.0,4da2c8c87f7f433199dbb1a0b3596f1e6088734b4c581d7e119b5d4e74842306,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008333_1,1,ACE-Step,locked,locked_test,muse:suno_cn_008333,muse:suno_cn_008333,48000,30.0,e00f1c6a8e0ba174803adafca423abe9e576c4a00e67ae8de351ca34de48ff5d,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008405_1,1,ACE-Step,development,development,muse:suno_cn_008405,muse:suno_cn_008405,48000,30.0,4dddb8b8ad4a61808430dfa279a49e7f78f01a5c1612f8f67e92c3b48bff52ed,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008426_0,1,ACE-Step,development,development,muse:suno_cn_008426,muse:suno_cn_008426,48000,30.0,03c11c79acbb512f048053b75e9b943141985d615d8849a4a2d771ffa3fe21bd,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008528_0,1,ACE-Step,development,development,muse:suno_cn_008528,muse:suno_cn_008528,48000,30.0,4178bdb342127f765e0fda304ad1c0501eea85cf035dc00bcaac65ee76572b66,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008555_0,1,ACE-Step,development,development,muse:suno_cn_008555,muse:suno_cn_008555,48000,30.0,d43639b703746a05ce5fd9413c343c9191b7b7f27cc7a146ffb7f2d2b3520cac,legacy,prior,30,30s,0.0,0.0,0,1,1,ACE-Step,
