id,label,source_group,role,original_role,group_id,condition_id,native_sample_rate_hz,native_duration_s,raw_sha256,provenance_status,acquisition,duration_sec,duration_view,crop_start_s,audio_offset_s,requires_crop,eligible_common8,eligible_fullband,generator_family,evaluation_allowed
ai_acestep_muse_cn_suno_cn_000887_1,1,ACE-Step,development,development,muse:suno_cn_000887,muse:suno_cn_000887,48000,30.0,ead42ccc1deb6899c0d198e7e4f1bca16730a8c605cdfe73c874fe4e6b600759,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_000896_0,1,ACE-Step,development,development,muse:suno_cn_000896,muse:suno_cn_000896,48000,30.0,924ebca4ab439ebb3eb35a103c5cd7f2bbf89f3a2bbf3ff1e8e7557dd039e683,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_000942_1,1,ACE-Step,locked,locked_test,muse:suno_cn_000942,muse:suno_cn_000942,48000,30.0,b66cfe2418b85db4d9046098bcc29c5a4638b4f4cc5f581dd06c7d6b04c6f7b2,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_000955_0,1,ACE-Step,development,development,muse:suno_cn_000955,muse:suno_cn_000955,48000,30.0,0818ae7e861b15e8b95bae8f1a7c2fb4fe409d5224fe20cc69d485aa93d9f2c9,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001079_1,1,ACE-Step,locked,locked_test,muse:suno_cn_001079,muse:suno_cn_001079,48000,30.0,ed178e309e0189384b41851189bf4787a2021516988d36e1c62564f2384bb56a,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001149_0,1,ACE-Step,development,development,muse:suno_cn_001149,muse:suno_cn_001149,48000,30.0,8091e1f61add0c74a2637763966d9f5cd0b648eb6533028e7ecc828fd23e4b8d,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001191_0,1,ACE-Step,development,development,muse:suno_cn_001191,muse:suno_cn_001191,48000,30.0,853bfa3af1bba70284aa8fee760a3abcec69caadd6ab059de0849bfeef078209,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001199_1,1,ACE-Step,locked,locked_test,muse:suno_cn_001199,muse:suno_cn_001199,48000,30.0,df053d9d5eca5810aeb3a05b6cff04a8fd660f91c8b8d20d0cc30644fa4b9a91,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001270_0,1,ACE-Step,development,development,muse:suno_cn_001270,muse:suno_cn_001270,48000,30.0,9f68c5bc47697da3505b211489e209debe973ed9ee772b92936744ea87009066,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001353_1,1,ACE-Step,development,development,muse:suno_cn_001353,muse:suno_cn_001353,48000,30.0,b5199dbec3d732019ef496bf25b648384a11169257f0971a3e38e07ec920218e,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001668_0,1,ACE-Step,development,development,muse:suno_cn_001668,muse:suno_cn_001668,48000,30.0,f38190e0c99038318bfc6b0ce7ce85cbb5ebcce4c4b31bd963e142b2c899c45c,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001690_1,1,ACE-Step,development,development,muse:suno_cn_001690,muse:suno_cn_001690,48000,30.0,f910f447678a6c8c53649f2e4296308e19996623d325c0f37952b7a3a95a69b0,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_001808_0,1,ACE-Step,development,development,muse:suno_cn_001808,muse:suno_cn_001808,48000,30.0,e06688d0d2af61d0d622e061d43d98312d775b72ba976a76ca032e11a4e6a4a9,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002111_0,1,ACE-Step,locked,locked_test,muse:suno_cn_002111,muse:suno_cn_002111,48000,30.0,909a785ef7d352aed11e72a2fe16efa5cfbc5079cb67759e398fd380641b2ead,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002120_0,1,ACE-Step,development,development,muse:suno_cn_002120,muse:suno_cn_002120,48000,30.0,18a7a9f381335d081faed2ac21eb4ab01e94a769403a326b3195e940f19b4d79,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002130_1,1,ACE-Step,development,development,muse:suno_cn_002130,muse:suno_cn_002130,48000,30.0,4cc70817b312a6c0d5cd62a90582904554142d96a4bd04e9f0643fdf303cfc8a,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002202_0,1,ACE-Step,development,development,muse:suno_cn_002202,muse:suno_cn_002202,48000,30.0,f44089b80ac70fb63110c6d2e710eb65f35a189282371f1a185535e2b3326d0c,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002228_0,1,ACE-Step,development,development,muse:suno_cn_002228,muse:suno_cn_002228,48000,30.0,753c0482684fa367f062b797894226f58524d20e2d151723e3c7f820b706afbc,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002440_1,1,ACE-Step,development,development,muse:suno_cn_002440,muse:suno_cn_002440,48000,30.0,ab6b045abc4f33053a19a032fc2b81f9a2a2f95d6aac9d1639d442869c219f95,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002516_1,1,ACE-Step,development,development,muse:suno_cn_002516,muse:suno_cn_002516,48000,30.0,fd53fc69339fe5423b7e7035c229d7175ae831ef796efd561809eddfc1da3cf6,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002551_0,1,ACE-Step,development,development,muse:suno_cn_002551,muse:suno_cn_002551,48000,30.0,961e9c8fe0162594b0d3c76115dae1a71e64c2924d5fd52938be5225423d3425,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002585_1,1,ACE-Step,development,development,muse:suno_cn_002585,muse:suno_cn_002585,48000,30.0,c72f68bfe267ceb687f900a05e510b69f031afb293199d34c16521b67514c61c,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002619_1,1,ACE-Step,development,development,muse:suno_cn_002619,muse:suno_cn_002619,48000,30.0,9ed780573245469ec5d46bd12137c2d5e15bdd8d9d1e7b7200d2f32227338517,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002660_0,1,ACE-Step,development,development,muse:suno_cn_002660,muse:suno_cn_002660,48000,30.0,94eb4d0456d196fcf5238d0a4fa649f307f058d30193d912c202b54d9c8e9f40,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002718_0,1,ACE-Step,development,development,muse:suno_cn_002718,muse:suno_cn_002718,48000,30.0,e81185e341340f6c745e8cab77f90d5fcd0b9714f52b5564b4328225a1a5776b,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002840_0,1,ACE-Step,development,development,muse:suno_cn_002840,muse:suno_cn_002840,48000,30.0,ee1518ee2ece8745dbcf6cb2323e58dede1a8239d936f18f1698b46ec899bbab,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_002958_0,1,ACE-Step,development,development,muse:suno_cn_002958,muse:suno_cn_002958,48000,30.0,59cd6ebe31713f7296c233456e717210910fbba64b6306bb922d350f1ed75667,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003042_0,1,ACE-Step,development,development,muse:suno_cn_003042,muse:suno_cn_003042,48000,30.0,1f87cf6329736d712ae6ea29482375fdcd72a2d3103e02c3cb62cffaf3ac44b9,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003067_1,1,ACE-Step,development,development,muse:suno_cn_003067,muse:suno_cn_003067,48000,30.0,68b51be4a6fb423ad4ac936c76d1329fe6634373b4052994719c8e47a6bd4d3e,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003122_0,1,ACE-Step,locked,locked_test,muse:suno_cn_003122,muse:suno_cn_003122,48000,30.0,52b15da0e7a91a761eb81107e026306992033598acb981b10ab173f67f7203c9,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003137_1,1,ACE-Step,development,development,muse:suno_cn_003137,muse:suno_cn_003137,48000,30.0,d9760116920e6d5cb98b86548f97d06054b8686591de5520712ba1fabe5a5dc0,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003251_0,1,ACE-Step,development,development,muse:suno_cn_003251,muse:suno_cn_003251,48000,30.0,3da2e0621b3190a7df21159b34f2afc05b04cf513f48bc9b3fe785429432cc3f,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003275_1,1,ACE-Step,development,development,muse:suno_cn_003275,muse:suno_cn_003275,48000,30.0,7d662d7aa559147383151db0ab4517c3d1159a9f808f0466eaa1839709490629,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003278_1,1,ACE-Step,development,development,muse:suno_cn_003278,muse:suno_cn_003278,48000,30.0,27ea9fbe96c4302a5fe7379e46c1e6f61d81407fa19b5ef1840fefb6cd3bed12,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003299_0,1,ACE-Step,development,development,muse:suno_cn_003299,muse:suno_cn_003299,48000,30.0,65de09e948e280f281c1c10fcface4d26e5e7fdb40bf6926d1191af143a633cf,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003559_0,1,ACE-Step,development,development,muse:suno_cn_003559,muse:suno_cn_003559,48000,30.0,32f058c78bf567fc13a1942fd990aac637023ef0c0ad3279f231d4db0e92ddf4,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003766_1,1,ACE-Step,development,development,muse:suno_cn_003766,muse:suno_cn_003766,48000,30.0,eea32f1a5075127f0f8a3181be730af34d33b8ad5067bf9528396e3a3e85b3dc,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003884_0,1,ACE-Step,development,development,muse:suno_cn_003884,muse:suno_cn_003884,48000,30.0,05f064bce4270f7fddca787edd9f4d083f681607e8740dbee88204e8122e8f3e,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_003983_0,1,ACE-Step,development,development,muse:suno_cn_003983,muse:suno_cn_003983,48000,30.0,c5fb9bba55e7a43c6143b03aad4d50378083f392067384a49ec034a4087b17cf,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004044_0,1,ACE-Step,development,development,muse:suno_cn_004044,muse:suno_cn_004044,48000,30.0,fc1390b8391bd4448163a0c82b636858d981d3dbcbe82e515ff516aa579d768b,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004068_1,1,ACE-Step,development,development,muse:suno_cn_004068,muse:suno_cn_004068,48000,30.0,c3578ee0ec712fead831693dc07ff490ce0ebe85438c719f065fe2a40853b8de,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004138_0,1,ACE-Step,development,development,muse:suno_cn_004138,muse:suno_cn_004138,48000,30.0,2e8ccdba6f1bdef2a41d75512fb381385134acf8c5b8544cbb0c6d70b2a4986b,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004405_1,1,ACE-Step,development,development,muse:suno_cn_004405,muse:suno_cn_004405,48000,30.0,90c14ea06097c730ed02f2fa425c7cc867844ec8838daa4adc1a32e9a1c4b2be,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004485_1,1,ACE-Step,development,development,muse:suno_cn_004485,muse:suno_cn_004485,48000,30.0,5930df63fb961dc7e8062db9c6bece01feda20e97530aedc368b8098e5ce47f2,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004770_0,1,ACE-Step,development,development,muse:suno_cn_004770,muse:suno_cn_004770,48000,30.0,0c74a50498d65f5bf39a7411803b2afdae2ae2a1794c431cf60ac944def92c52,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004806_1,1,ACE-Step,development,development,muse:suno_cn_004806,muse:suno_cn_004806,48000,30.0,537286b54db7df65ed020b347b4641efaf7fd1034b0ee4cdd7a9f945753bb770,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_004936_1,1,ACE-Step,development,development,muse:suno_cn_004936,muse:suno_cn_004936,48000,30.0,1ef41c246d9ec79b173d756c0ba48ef8e3ae383596687b5df53a7afeea7b6e96,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005005_1,1,ACE-Step,development,development,muse:suno_cn_005005,muse:suno_cn_005005,48000,30.0,2aa81a9ef4387da0263c38590ac1eb3ed2c6d6ec3d217c5734f11e8c4116d28b,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005164_1,1,ACE-Step,development,development,muse:suno_cn_005164,muse:suno_cn_005164,48000,30.0,20800ab9056fae5f9085cacb1da714de55a697eda41cfeace061d786ceb62221,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005322_1,1,ACE-Step,development,development,muse:suno_cn_005322,muse:suno_cn_005322,48000,30.0,3c99a5588cae0e47c81431bcb4df54e84f82a5692d19d8df9eaf4ef5b1d8acd5,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005324_0,1,ACE-Step,development,development,muse:suno_cn_005324,muse:suno_cn_005324,48000,30.0,b922e5c2fe7ee773c23de040ac8c7df558365769826fa463d7f6d6b74d07a1e3,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005351_0,1,ACE-Step,development,development,muse:suno_cn_005351,muse:suno_cn_005351,48000,30.0,b69e84cdf8e9defe0e12271cdad2d7199e9e1f4fc780667711628d0b57447e57,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005457_1,1,ACE-Step,locked,locked_test,muse:suno_cn_005457,muse:suno_cn_005457,48000,30.0,97ec812752b09133e7b6c09491e5de54e6c79768d08a1e14b4776286b3058f7e,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005459_0,1,ACE-Step,development,development,muse:suno_cn_005459,muse:suno_cn_005459,48000,30.0,c01cb073fac14ee3a9c4aade9d99d91d77eecc33e96c35f61efd1d9702f324c2,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005537_1,1,ACE-Step,development,development,muse:suno_cn_005537,muse:suno_cn_005537,48000,30.0,a085c8c554e569da2c26cada101033fefdedd85c28be63b0a5e36bc7ae8d2887,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005597_1,1,ACE-Step,development,development,muse:suno_cn_005597,muse:suno_cn_005597,48000,30.0,ea396e3107852d4e7e2b7251a460b1193c1e5e1ef67e37f534f6a04da1982ece,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005832_0,1,ACE-Step,development,development,muse:suno_cn_005832,muse:suno_cn_005832,48000,30.0,394cadf18191aaa910d05f64ba64f178c28dd753adb4ff9d43627ccd2165a41d,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005841_1,1,ACE-Step,development,development,muse:suno_cn_005841,muse:suno_cn_005841,48000,30.0,57ad1abc79a419f2b466510be622da4c06dbf5f3291c497aa341e675f3450444,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005844_0,1,ACE-Step,development,development,muse:suno_cn_005844,muse:suno_cn_005844,48000,30.0,f1bb959e55b03329f0db20a8e4e1a146fa2a94ee8d900a94efb9e454c4f050c1,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005879_0,1,ACE-Step,development,development,muse:suno_cn_005879,muse:suno_cn_005879,48000,30.0,4b28190ae6469535f7cc94fc71566de83acc5fd9b77b66ec61f71266dfdaf7f6,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_005897_1,1,ACE-Step,locked,locked_test,muse:suno_cn_005897,muse:suno_cn_005897,48000,30.0,f0fcbca64a6901937eb58d6767c98eb29d9d3adeb70eaaaf12b10ace3f988d7a,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006023_1,1,ACE-Step,development,development,muse:suno_cn_006023,muse:suno_cn_006023,48000,30.0,f7ed4f321ed0bdc929122da35c5bf64f5654165d17522b3709b30e9741034407,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006047_0,1,ACE-Step,development,development,muse:suno_cn_006047,muse:suno_cn_006047,48000,30.0,133afaa958b14dac1615bfe0ecf3bd1770ad309be35efb86da779b1c905ecf96,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006115_0,1,ACE-Step,development,development,muse:suno_cn_006115,muse:suno_cn_006115,48000,30.0,9b5ac94c2bc9b49d01c18045fc58c5be95527d4c6e000fb729055f32a99d2498,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006140_0,1,ACE-Step,development,development,muse:suno_cn_006140,muse:suno_cn_006140,48000,30.0,6922d967204fd9b35339e1fa021f6d579217d175ae97f42bde9799a5b50f7008,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006142_0,1,ACE-Step,development,development,muse:suno_cn_006142,muse:suno_cn_006142,48000,30.0,512997ad1a7424a532107c20d703974f826b8b32ac888f6c0fcf4ad1be9295ef,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006204_1,1,ACE-Step,development,development,muse:suno_cn_006204,muse:suno_cn_006204,48000,30.0,a13d78c105dcc79d3bfafc027d3d349398aee921897ab3ecf11cb96fbbc18431,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006375_0,1,ACE-Step,development,development,muse:suno_cn_006375,muse:suno_cn_006375,48000,30.0,c961f8f5098b062f892c3a546a90e52abe6c8bdfd21433be5054090d0d980bb3,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006670_1,1,ACE-Step,development,development,muse:suno_cn_006670,muse:suno_cn_006670,48000,30.0,b6169662f4e6ce1eee524c58c473a76ff7b429ae9d3a334f4cfde1a4d72ade54,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006851_1,1,ACE-Step,development,development,muse:suno_cn_006851,muse:suno_cn_006851,48000,30.0,622c2e2a1cf858e310a6504a6f685e09724d00781589661385707e3547ef3771,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_006985_0,1,ACE-Step,locked,locked_test,muse:suno_cn_006985,muse:suno_cn_006985,48000,30.0,a2568a1d9c60c7a46980ae843149c402e707944e821ee73cc2557eadbbb4f95c,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007242_0,1,ACE-Step,development,development,muse:suno_cn_007242,muse:suno_cn_007242,48000,30.0,35de556a3a0c091e7a5aa779d570dd316a146b7b700dc15cce6abc137294711e,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007250_1,1,ACE-Step,development,development,muse:suno_cn_007250,muse:suno_cn_007250,48000,30.0,959eaaf8d46f524c6f9a2e6d44a67570e1dd22665e96c53a1830902d7fe0cffe,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007265_1,1,ACE-Step,development,development,muse:suno_cn_007265,muse:suno_cn_007265,48000,30.0,cad8306577c788cffa491d421f0b53cfcef5974e7e4f2939628419a9363994d2,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007401_1,1,ACE-Step,development,development,muse:suno_cn_007401,muse:suno_cn_007401,48000,30.0,f1ac5458fc84cd5c943c0b62bdf2ea02225d2154a9522cabc2ab176044d4c6a4,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007503_0,1,ACE-Step,locked,locked_test,muse:suno_cn_007503,muse:suno_cn_007503,48000,30.0,234337929eb9ad5fe389eef1e02ce48f4d0e55934cc976797491f39b68fe6dc2,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007831_1,1,ACE-Step,locked,locked_test,muse:suno_cn_007831,muse:suno_cn_007831,48000,30.0,6df5c2f7acc7da40cc8acecf9f25a83c0b1f3bc833f13b1b5a50a5ae8d5ada7f,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_007990_0,1,ACE-Step,development,development,muse:suno_cn_007990,muse:suno_cn_007990,48000,30.0,c55cecb403853ffdeb7bb4fa6258a57a8fe324a0bda8565fe55151cae419f85c,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008284_1,1,ACE-Step,locked,locked_test,muse:suno_cn_008284,muse:suno_cn_008284,48000,30.0,4da2c8c87f7f433199dbb1a0b3596f1e6088734b4c581d7e119b5d4e74842306,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008333_1,1,ACE-Step,locked,locked_test,muse:suno_cn_008333,muse:suno_cn_008333,48000,30.0,e00f1c6a8e0ba174803adafca423abe9e576c4a00e67ae8de351ca34de48ff5d,legacy,prior,10,10s,0.0,0.0,1,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008405_1,1,ACE-Step,development,development,muse:suno_cn_008405,muse:suno_cn_008405,48000,30.0,4dddb8b8ad4a61808430dfa279a49e7f78f01a5c1612f8f67e92c3b48bff52ed,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008426_0,1,ACE-Step,development,development,muse:suno_cn_008426,muse:suno_cn_008426,48000,30.0,03c11c79acbb512f048053b75e9b943141985d615d8849a4a2d771ffa3fe21bd,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008528_0,1,ACE-Step,development,development,muse:suno_cn_008528,muse:suno_cn_008528,48000,30.0,4178bdb342127f765e0fda304ad1c0501eea85cf035dc00bcaac65ee76572b66,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
ai_acestep_muse_cn_suno_cn_008555_0,1,ACE-Step,development,development,muse:suno_cn_008555,muse:suno_cn_008555,48000,30.0,d43639b703746a05ce5fd9413c343c9191b7b7f27cc7a146ffb7f2d2b3520cac,legacy,prior,10,10s,0.0,0.0,0,1,1,ACE-Step,
