id,cohort,role,group_id,component_id,source_index
ai_acestep_muse_cn_suno_cn_004044_0,historical_10s,development,muse:suno_cn_004044,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_004068_1,historical_10s,development,muse:suno_cn_004068,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_004138_0,historical_10s,development,muse:suno_cn_004138,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_004405_1,historical_10s,development,muse:suno_cn_004405,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_004485_1,historical_10s,development,muse:suno_cn_004485,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_004770_0,historical_10s,development,muse:suno_cn_004770,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_004806_1,historical_10s,development,muse:suno_cn_004806,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_004936_1,historical_10s,development,muse:suno_cn_004936,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005005_1,historical_10s,development,muse:suno_cn_005005,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005164_1,historical_10s,development,muse:suno_cn_005164,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005322_1,historical_10s,development,muse:suno_cn_005322,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005324_0,historical_10s,development,muse:suno_cn_005324,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005351_0,historical_10s,development,muse:suno_cn_005351,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005457_1,historical_10s,locked,muse:suno_cn_005457,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005459_0,historical_10s,development,muse:suno_cn_005459,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005537_1,historical_10s,development,muse:suno_cn_005537,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005597_1,historical_10s,development,muse:suno_cn_005597,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005832_0,historical_10s,development,muse:suno_cn_005832,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005841_1,historical_10s,development,muse:suno_cn_005841,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005844_0,historical_10s,development,muse:suno_cn_005844,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005879_0,historical_10s,development,muse:suno_cn_005879,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_005897_1,historical_10s,locked,muse:suno_cn_005897,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006023_1,historical_10s,development,muse:suno_cn_006023,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006047_0,historical_10s,development,muse:suno_cn_006047,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006115_0,historical_10s,development,muse:suno_cn_006115,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006140_0,historical_10s,development,muse:suno_cn_006140,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006142_0,historical_10s,development,muse:suno_cn_006142,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006204_1,historical_10s,development,muse:suno_cn_006204,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006375_0,historical_10s,development,muse:suno_cn_006375,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006670_1,historical_10s,development,muse:suno_cn_006670,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006851_1,historical_10s,development,muse:suno_cn_006851,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_006985_0,historical_10s,locked,muse:suno_cn_006985,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_007242_0,historical_10s,development,muse:suno_cn_007242,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_007250_1,historical_10s,development,muse:suno_cn_007250,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_007265_1,historical_10s,development,muse:suno_cn_007265,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_007401_1,historical_10s,development,muse:suno_cn_007401,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_007503_0,historical_10s,locked,muse:suno_cn_007503,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_007831_1,historical_10s,locked,muse:suno_cn_007831,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_007990_0,historical_10s,development,muse:suno_cn_007990,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008284_1,historical_10s,locked,muse:suno_cn_008284,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008333_1,historical_10s,locked,muse:suno_cn_008333,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008405_1,historical_10s,development,muse:suno_cn_008405,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008426_0,historical_10s,development,muse:suno_cn_008426,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008528_0,historical_10s,development,muse:suno_cn_008528,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008555_0,historical_10s,development,muse:suno_cn_008555,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008586_0,historical_10s,locked,muse:suno_cn_008586,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008777_0,historical_10s,development,muse:suno_cn_008777,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008836_1,historical_10s,locked,muse:suno_cn_008836,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_008947_0,historical_10s,locked,muse:suno_cn_008947,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_009034_0,historical_10s,development,muse:suno_cn_009034,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_009181_0,historical_10s,development,muse:suno_cn_009181,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_009437_0,historical_10s,development,muse:suno_cn_009437,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_009521_0,historical_10s,development,muse:suno_cn_009521,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_009697_0,historical_10s,development,muse:suno_cn_009697,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_009859_0,historical_10s,development,muse:suno_cn_009859,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010060_0,historical_10s,development,muse:suno_cn_010060,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010120_1,historical_10s,development,muse:suno_cn_010120,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010125_0,historical_10s,locked,muse:suno_cn_010125,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010422_0,historical_10s,development,muse:suno_cn_010422,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010426_1,historical_10s,development,muse:suno_cn_010426,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010468_1,historical_10s,development,muse:suno_cn_010468,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010720_0,historical_10s,development,muse:suno_cn_010720,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010769_0,historical_10s,development,muse:suno_cn_010769,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010854_0,historical_10s,development,muse:suno_cn_010854,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010922_0,historical_10s,development,muse:suno_cn_010922,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010968_1,historical_10s,development,muse:suno_cn_010968,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_010976_1,historical_10s,development,muse:suno_cn_010976,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011062_1,historical_10s,development,muse:suno_cn_011062,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011091_0,historical_10s,development,muse:suno_cn_011091,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011121_0,historical_10s,locked,muse:suno_cn_011121,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011204_1,historical_10s,development,muse:suno_cn_011204,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011299_0,historical_10s,locked,muse:suno_cn_011299,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011498_1,historical_10s,locked,muse:suno_cn_011498,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011565_0,historical_10s,development,muse:suno_cn_011565,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011610_0,historical_10s,development,muse:suno_cn_011610,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011638_1,historical_10s,development,muse:suno_cn_011638,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011839_1,historical_10s,locked,muse:suno_cn_011839,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011869_0,historical_10s,development,muse:suno_cn_011869,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_011912_1,historical_10s,locked,muse:suno_cn_011912,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012107_1,historical_10s,development,muse:suno_cn_012107,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012177_0,historical_10s,development,muse:suno_cn_012177,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012421_1,historical_10s,locked,muse:suno_cn_012421,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012498_0,historical_10s,development,muse:suno_cn_012498,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012526_0,historical_10s,locked,muse:suno_cn_012526,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012705_0,historical_10s,development,muse:suno_cn_012705,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012899_1,historical_10s,development,muse:suno_cn_012899,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_012967_1,historical_10s,development,muse:suno_cn_012967,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013167_0,historical_10s,development,muse:suno_cn_013167,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013206_0,historical_10s,development,muse:suno_cn_013206,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013209_1,historical_10s,development,muse:suno_cn_013209,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013405_0,historical_10s,locked,muse:suno_cn_013405,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013420_0,historical_10s,locked,muse:suno_cn_013420,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013730_1,historical_10s,locked,muse:suno_cn_013730,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013771_1,historical_10s,development,muse:suno_cn_013771,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_013851_1,historical_10s,development,muse:suno_cn_013851,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014281_1,historical_10s,locked,muse:suno_cn_014281,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014378_1,historical_10s,development,muse:suno_cn_014378,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014403_0,historical_10s,locked,muse:suno_cn_014403,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014516_1,historical_10s,development,muse:suno_cn_014516,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014692_0,historical_10s,development,muse:suno_cn_014692,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014722_0,historical_10s,development,muse:suno_cn_014722,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014780_1,historical_10s,development,muse:suno_cn_014780,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014859_1,historical_10s,locked,muse:suno_cn_014859,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_014976_0,historical_10s,development,muse:suno_cn_014976,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_015082_1,historical_10s,locked,muse:suno_cn_015082,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_015187_1,historical_10s,development,muse:suno_cn_015187,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_015622_0,historical_10s,development,muse:suno_cn_015622,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_015652_0,historical_10s,development,muse:suno_cn_015652,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_015840_1,historical_10s,development,muse:suno_cn_015840,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_015869_0,historical_10s,development,muse:suno_cn_015869,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_015906_0,historical_10s,development,muse:suno_cn_015906,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_016011_0,historical_10s,development,muse:suno_cn_016011,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_016186_1,historical_10s,development,muse:suno_cn_016186,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_016201_1,historical_10s,development,muse:suno_cn_016201,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_016541_1,historical_10s,development,muse:suno_cn_016541,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_016564_1,historical_10s,development,muse:suno_cn_016564,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_016867_1,historical_10s,locked,muse:suno_cn_016867,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017217_1,historical_10s,development,muse:suno_cn_017217,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017249_0,historical_10s,locked,muse:suno_cn_017249,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017255_0,historical_10s,locked,muse:suno_cn_017255,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017343_0,historical_10s,development,muse:suno_cn_017343,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017373_0,historical_10s,development,muse:suno_cn_017373,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017486_0,historical_10s,development,muse:suno_cn_017486,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017531_0,historical_10s,development,muse:suno_cn_017531,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017627_1,historical_10s,locked,muse:suno_cn_017627,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017645_1,historical_10s,development,muse:suno_cn_017645,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017780_1,historical_10s,locked,muse:suno_cn_017780,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017803_1,historical_10s,development,muse:suno_cn_017803,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017832_1,historical_10s,development,muse:suno_cn_017832,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017956_1,historical_10s,development,muse:suno_cn_017956,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_017992_0,historical_10s,development,muse:suno_cn_017992,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_018057_0,historical_10s,development,muse:suno_cn_018057,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_018338_1,historical_10s,development,muse:suno_cn_018338,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_018558_1,historical_10s,development,muse:suno_cn_018558,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_018563_0,historical_10s,development,muse:suno_cn_018563,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_018634_1,historical_10s,development,muse:suno_cn_018634,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_018713_0,historical_10s,locked,muse:suno_cn_018713,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_018814_1,historical_10s,development,muse:suno_cn_018814,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019033_1,historical_10s,development,muse:suno_cn_019033,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019040_1,historical_10s,locked,muse:suno_cn_019040,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019084_0,historical_10s,development,muse:suno_cn_019084,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019155_0,historical_10s,development,muse:suno_cn_019155,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019557_1,historical_10s,development,muse:suno_cn_019557,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019593_0,historical_10s,development,muse:suno_cn_019593,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019618_0,historical_10s,development,muse:suno_cn_019618,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019709_1,historical_10s,development,muse:suno_cn_019709,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019753_1,historical_10s,locked,muse:suno_cn_019753,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019837_1,historical_10s,locked,muse:suno_cn_019837,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_019962_1,historical_10s,development,muse:suno_cn_019962,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020042_1,historical_10s,locked,muse:suno_cn_020042,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020151_1,historical_10s,development,muse:suno_cn_020151,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020176_0,historical_10s,development,muse:suno_cn_020176,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020367_0,historical_10s,locked,muse:suno_cn_020367,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020424_0,historical_10s,locked,muse:suno_cn_020424,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020583_0,historical_10s,development,muse:suno_cn_020583,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020594_0,historical_10s,locked,muse:suno_cn_020594,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020622_1,historical_10s,development,muse:suno_cn_020622,,historical_input_inventory_v1/metadata_10s.csv
ai_acestep_muse_cn_suno_cn_020623_0,historical_10s,development,muse:suno_cn_020623,,historical_input_inventory_v1/metadata_10s.csv
